关卡id,关卡id分段注释,宝可梦id（填-1是随机宝可梦）,等级,阵型所属格子,携带技能(不填为宝可梦该等级所拥有的技能）,BOSS缩放,固定血量值,血量个体值,物攻个体值,特攻个体值,物防个体值,特防个体值,速度个体值,血量努力值,物攻努力值,特攻努力值,物防努力值,特防努力值,速度努力值,亲密度等级,星级,增益效果1,增益效果1参数,增益效果2,增益效果2参数,死亡时增加的血量努力值,死亡时增加的物攻努力值,死亡时增加的特攻努力值,死亡时增加的物防努力值,死亡时增加的特防努力值,死亡时增加的速度努力值,亲密度增加经验
658,,1169,85,2,,,49140,40,20,20,20,20,20,0,0,0,0,0,0,24,7,,,,,,,,,,,
658,,1082,85,4,,,49140,40,20,20,20,20,20,0,0,0,0,0,0,24,7,,,,,,,,,,,
658,,1145,85,5,,,49140,40,20,20,20,20,20,0,0,0,0,0,0,24,7,,,,,,,,,,,
658,,1461,85,7,,,49140,40,20,20,20,20,20,0,0,0,0,0,0,24,7,,,,,,,,,,,
658,,1302,85,9,,,49140,40,20,20,20,20,20,0,0,0,0,0,0,24,7,,,,,,,,,,,
659,,1308,85,1,,,49140,40,20,20,20,20,20,0,0,0,0,0,0,24,7,,,,,,,,,,,
659,,1103,85,5,,,49140,40,20,20,20,20,20,0,0,0,0,0,0,24,7,,,,,,,,,,,
659,,1633,85,6,,,49140,40,20,20,20,20,20,0,0,0,0,0,0,24,7,,,,,,,,,,,
659,,1497,85,7,,,49140,40,20,20,20,20,20,0,0,0,0,0,0,24,7,,,,,,,,,,,
659,,1030,85,8,,,49140,40,20,20,20,20,20,0,0,0,0,0,0,24,7,,,,,,,,,,,
659,,1484,85,9,,,49140,40,20,20,20,20,20,0,0,0,0,0,0,24,7,,,,,,,,,,,
660,,1609,85,9,,,49140,40,20,20,20,20,20,0,0,0,0,0,0,24,7,,,,,,,,,,,
660,,1426,85,8,,,49140,40,20,20,20,20,20,0,0,0,0,0,0,24,7,,,,,,,,,,,
660,,1426,85,7,,,49140,40,20,20,20,20,20,0,0,0,0,0,0,24,7,,,,,,,,,,,
660,,1426,85,6,,,49140,40,20,20,20,20,20,0,0,0,0,0,0,24,7,,,,,,,,,,,
660,,1609,85,5,,,49140,40,20,20,20,20,20,0,0,0,0,0,0,24,7,,,,,,,,,,,
660,,1681,85,1,,1.6,140400,40,105,105,20,20,36,20,20,20,20,20,20,24,7,,,,,,,,,,,
661,,1901,86,2,,,49140,40,20,20,20,20,20,0,0,0,0,0,0,24,7,,,,,,,,,,,
661,,1281,86,3,,,49140,40,20,20,20,20,20,0,0,0,0,0,0,24,7,,,,,,,,,,,
661,,1117,86,4,,,49140,40,20,20,20,20,20,0,0,0,0,0,0,24,7,,,,,,,,,,,
661,,1149,86,6,,,49140,40,20,20,20,20,20,0,0,0,0,0,0,24,7,,,,,,,,,,,
661,,1152,86,8,,,49140,40,20,20,20,20,20,0,0,0,0,0,0,24,7,,,,,,,,,,,
661,,1500,86,1,,,49140,40,20,20,20,20,20,0,0,0,0,0,0,24,7,,,,,,,,,,,
662,,1181,86,2,,,49140,40,20,20,20,20,20,0,0,0,0,0,0,24,7,,,,,,,,,,,
662,,1303,86,3,,,49140,40,20,20,20,20,20,0,0,0,0,0,0,24,7,,,,,,,,,,,
662,,1375,86,4,,,49140,40,20,20,20,20,20,0,0,0,0,0,0,24,7,,,,,,,,,,,
662,,1197,86,5,,,49140,40,20,20,20,20,20,0,0,0,0,0,0,24,7,,,,,,,,,,,
662,,1633,86,7,,,49140,40,20,20,20,20,20,0,0,0,0,0,0,24,7,,,,,,,,,,,
662,,1902,86,9,,,49140,40,20,20,20,20,20,0,0,0,0,0,0,24,7,,,,,,,,,,,
663,,1471,86,3,,,49140,40,20,20,20,20,20,0,0,0,0,0,0,24,7,,,,,,,,,,,
663,,1381,86,2,,,49140,40,20,20,20,20,20,0,0,0,0,0,0,24,7,,,,,,,,,,,
663,,1179,86,4,,,49140,40,20,20,20,20,20,0,0,0,0,0,0,24,7,,,,,,,,,,,
663,,1026,86,5,,,49140,40,20,20,20,20,20,0,0,0,0,0,0,24,7,,,,,,,,,,,
663,,1308,86,7,,,49140,40,20,20,20,20,20,0,0,0,0,0,0,24,7,,,,,,,,,,,
663,,1376,86,1,,,49140,40,20,20,20,20,20,0,0,0,0,0,0,24,7,,,,,,,,,,,
664,,1254,86,2,,,49140,40,20,20,20,20,20,0,0,0,0,0,0,24,7,,,,,,,,,,,
664,,1323,86,3,,,49140,40,20,20,20,20,20,0,0,0,0,0,0,24,7,,,,,,,,,,,
664,,1427,86,4,,,49140,40,20,20,20,20,20,0,0,0,0,0,0,24,7,,,,,,,,,,,
664,,1652,86,6,,,49140,40,20,20,20,20,20,0,0,0,0,0,0,24,7,,,,,,,,,,,
664,,1395,86,8,,,49140,40,20,20,20,20,20,0,0,0,0,0,0,24,7,,,,,,,,,,,
664,,1243,86,1,,,49140,40,20,20,20,20,20,0,0,0,0,0,0,24,7,,,,,,,,,,,
665,,1143,86,9,,,49140,40,20,20,20,20,20,0,0,0,0,0,0,24,7,,,,,,,,,,,
665,,1289,86,8,,,49140,40,20,20,20,20,20,0,0,0,0,0,0,24,7,,,,,,,,,,,
665,,1289,86,7,,,49140,40,20,20,20,20,20,0,0,0,0,0,0,24,7,,,,,,,,,,,
665,,1289,86,6,,,49140,40,20,20,20,20,20,0,0,0,0,0,0,24,7,,,,,,,,,,,
665,,1143,86,5,,,49140,40,20,20,20,20,20,0,0,0,0,0,0,24,7,,,,,,,,,,,
665,,1115,86,3,,1.6,140400,40,105,105,20,20,36,20,20,20,20,20,20,24,7,,,,,,,,,,,
666,,1392,86,2,,,49140,40,20,20,20,20,20,0,0,0,0,0,0,24,7,,,,,,,,,,,
666,,1055,86,3,,,49140,40,20,20,20,20,20,0,0,0,0,0,0,24,7,,,,,,,,,,,
666,,1148,86,4,,,49140,40,20,20,20,20,20,0,0,0,0,0,0,24,7,,,,,,,,,,,
666,,1464,86,5,,,49140,40,20,20,20,20,20,0,0,0,0,0,0,24,7,,,,,,,,,,,
666,,1652,86,7,,,49140,40,20,20,20,20,20,0,0,0,0,0,0,24,7,,,,,,,,,,,
666,,1149,86,1,,,49140,40,20,20,20,20,20,0,0,0,0,0,0,24,7,,,,,,,,,,,
667,,1160,86,1,,,49140,40,20,20,20,20,20,0,0,0,0,0,0,24,7,,,,,,,,,,,
667,,1099,86,5,,,49140,40,20,20,20,20,20,0,0,0,0,0,0,24,7,,,,,,,,,,,
667,,1656,86,6,,,49140,40,20,20,20,20,20,0,0,0,0,0,0,24,7,,,,,,,,,,,
667,,1637,86,7,,,49140,40,20,20,20,20,20,0,0,0,0,0,0,24,7,,,,,,,,,,,
667,,1012,86,8,,,49140,40,20,20,20,20,20,0,0,0,0,0,0,24,7,,,,,,,,,,,
667,,1131,86,9,,,49140,40,20,20,20,20,20,0,0,0,0,0,0,24,7,,,,,,,,,,,
668,,1006,86,2,,,49140,40,20,20,20,20,20,0,0,0,0,0,0,24,7,,,,,,,,,,,
668,,1124,86,3,,,49140,40,20,20,20,20,20,0,0,0,0,0,0,24,7,,,,,,,,,,,
668,,1004,86,4,,,49140,40,20,20,20,20,20,0,0,0,0,0,0,24,7,,,,,,,,,,,
668,,1245,86,5,,,49140,40,20,20,20,20,20,0,0,0,0,0,0,24,7,,,,,,,,,,,
668,,1070,86,7,,,49140,40,20,20,20,20,20,0,0,0,0,0,0,24,7,,,,,,,,,,,
668,,1642,86,1,,,49140,40,20,20,20,20,20,0,0,0,0,0,0,24,7,,,,,,,,,,,
669,,1549,86,1,,,49140,40,20,20,20,20,20,0,0,0,0,0,0,24,7,,,,,,,,,,,
669,,1097,86,2,,,49140,40,20,20,20,20,20,0,0,0,0,0,0,24,7,,,,,,,,,,,
669,,1118,86,4,,,49140,40,20,20,20,20,20,0,0,0,0,0,0,24,7,,,,,,,,,,,
669,,1144,86,5,,,49140,40,20,20,20,20,20,0,0,0,0,0,0,24,7,,,,,,,,,,,
669,,1131,86,7,,,49140,40,20,20,20,20,20,0,0,0,0,0,0,24,7,,,,,,,,,,,
669,,1292,86,9,,,49140,40,20,20,20,20,20,0,0,0,0,0,0,24,7,,,,,,,,,,,
670,,1181,86,8,,,49140,40,20,20,20,20,20,0,0,0,0,0,0,24,7,,,,,,,,,,,
670,,1181,86,7,,,49140,40,20,20,20,20,20,0,0,0,0,0,0,24,7,,,,,,,,,,,
670,,1181,86,6,,,49140,40,20,20,20,20,20,0,0,0,0,0,0,24,7,,,,,,,,,,,
670,,1466,86,4,,,49140,40,20,20,20,20,20,0,0,0,0,0,0,24,7,,,,,,,,,,,
670,,1466,86,2,,,49140,40,20,20,20,20,20,0,0,0,0,0,0,24,7,,,,,,,,,,,
670,,1480,86,3,,1.6,140400,40,105,105,20,20,36,20,20,20,20,20,20,24,7,,,,,,,,,,,
671,,1115,87,1,,,51030,40,20,20,20,20,20,0,0,0,0,0,0,24,7,,,,,,,,,,,
671,,1375,87,2,,,51030,40,20,20,20,20,20,0,0,0,0,0,0,24,7,,,,,,,,,,,
671,,1024,87,4,,,51030,40,20,20,20,20,20,0,0,0,0,0,0,24,7,,,,,,,,,,,
671,,1260,87,5,,,51030,40,20,20,20,20,20,0,0,0,0,0,0,24,7,,,,,,,,,,,
671,,1026,87,7,,,51030,40,20,20,20,20,20,0,0,0,0,0,0,24,7,,,,,,,,,,,
671,,1658,87,9,,,51030,40,20,20,20,20,20,0,0,0,0,0,0,24,7,,,,,,,,,,,
672,,1500,87,2,,,51030,40,20,20,20,20,20,0,0,0,0,0,0,24,7,,,,,,,,,,,
672,,1634,87,3,,,51030,40,20,20,20,20,20,0,0,0,0,0,0,24,7,,,,,,,,,,,
672,,1011,87,4,,,51030,40,20,20,20,20,20,0,0,0,0,0,0,24,7,,,,,,,,,,,
672,,1254,87,6,,,51030,40,20,20,20,20,20,0,0,0,0,0,0,24,7,,,,,,,,,,,
672,,1073,87,8,,,51030,40,20,20,20,20,20,0,0,0,0,0,0,24,7,,,,,,,,,,,
672,,1460,87,1,,,51030,40,20,20,20,20,20,0,0,0,0,0,0,24,7,,,,,,,,,,,
673,,1115,87,2,,,51030,40,20,20,20,20,20,0,0,0,0,0,0,24,7,,,,,,,,,,,
673,,1134,87,3,,,51030,40,20,20,20,20,20,0,0,0,0,0,0,24,7,,,,,,,,,,,
673,,1039,87,4,,,51030,40,20,20,20,20,20,0,0,0,0,0,0,24,7,,,,,,,,,,,
673,,1645,87,5,,,51030,40,20,20,20,20,20,0,0,0,0,0,0,24,7,,,,,,,,,,,
673,,1500,87,7,,,51030,40,20,20,20,20,20,0,0,0,0,0,0,24,7,,,,,,,,,,,
673,,1308,87,9,,,51030,40,20,20,20,20,20,0,0,0,0,0,0,24,7,,,,,,,,,,,
674,,1484,87,3,,,51030,40,20,20,20,20,20,0,0,0,0,0,0,24,7,,,,,,,,,,,
674,,1089,87,2,,,51030,40,20,20,20,20,20,0,0,0,0,0,0,24,7,,,,,,,,,,,
674,,1259,87,4,,,51030,40,20,20,20,20,20,0,0,0,0,0,0,24,7,,,,,,,,,,,
674,,1902,87,5,,,51030,40,20,20,20,20,20,0,0,0,0,0,0,24,7,,,,,,,,,,,
674,,1089,87,7,,,51030,40,20,20,20,20,20,0,0,0,0,0,0,24,7,,,,,,,,,,,
674,,1354,87,1,,,51030,40,20,20,20,20,20,0,0,0,0,0,0,24,7,,,,,,,,,,,
675,,1213,87,4,,,51030,40,20,20,20,20,20,0,0,0,0,0,0,24,7,,,,,,,,,,,
675,,1213,87,3,,,51030,40,20,20,20,20,20,0,0,0,0,0,0,24,7,,,,,,,,,,,
675,,1213,87,2,,,51030,40,20,20,20,20,20,0,0,0,0,0,0,24,7,,,,,,,,,,,
675,,1416,87,8,,,51030,40,20,20,20,20,20,0,0,0,0,0,0,24,7,,,,,,,,,,,
675,,1416,87,6,,,51030,40,20,20,20,20,20,0,0,0,0,0,0,24,7,,,,,,,,,,,
675,,1637,87,7,,1.6,145800,40,105,105,20,20,36,30,30,30,30,30,30,24,7,,,,,,,,,,,
676,,1003,87,2,,,51030,40,20,20,20,20,20,0,0,0,0,0,0,24,7,,,,,,,,,,,
676,,1169,87,3,,,51030,40,20,20,20,20,20,0,0,0,0,0,0,24,7,,,,,,,,,,,
676,,1443,87,4,,,51030,40,20,20,20,20,20,0,0,0,0,0,0,24,7,,,,,,,,,,,
676,,1199,87,6,,,51030,40,20,20,20,20,20,0,0,0,0,0,0,24,7,,,,,,,,,,,
676,,1497,87,8,,,51030,40,20,20,20,20,20,0,0,0,0,0,0,24,7,,,,,,,,,,,
676,,1302,87,1,,,51030,40,20,20,20,20,20,0,0,0,0,0,0,24,7,,,,,,,,,,,
677,,1282,87,2,,,51030,40,20,20,20,20,20,0,0,0,0,0,0,24,7,,,,,,,,,,,
677,,1230,87,3,,,51030,40,20,20,20,20,20,0,0,0,0,0,0,24,7,,,,,,,,,,,
677,,1333,87,4,,,51030,40,20,20,20,20,20,0,0,0,0,0,0,24,7,,,,,,,,,,,
677,,1214,87,5,,,51030,40,20,20,20,20,20,0,0,0,0,0,0,24,7,,,,,,,,,,,
677,,1495,87,7,,,51030,40,20,20,20,20,20,0,0,0,0,0,0,24,7,,,,,,,,,,,
677,,1154,87,1,,,51030,40,20,20,20,20,20,0,0,0,0,0,0,24,7,,,,,,,,,,,
678,,1142,87,1,,,51030,40,20,20,20,20,20,0,0,0,0,0,0,24,7,,,,,,,,,,,
678,,1082,87,5,,,51030,40,20,20,20,20,20,0,0,0,0,0,0,24,7,,,,,,,,,,,
678,,1055,87,6,,,51030,40,20,20,20,20,20,0,0,0,0,0,0,24,7,,,,,,,,,,,
678,,1094,87,7,,,51030,40,20,20,20,20,20,0,0,0,0,0,0,24,7,,,,,,,,,,,
678,,1501,87,8,,,51030,40,20,20,20,20,20,0,0,0,0,0,0,24,7,,,,,,,,,,,
678,,1655,87,9,,,51030,40,20,20,20,20,20,0,0,0,0,0,0,24,7,,,,,,,,,,,
679,,1015,87,2,,,51030,40,20,20,20,20,20,0,0,0,0,0,0,24,7,,,,,,,,,,,
679,,1112,87,3,,,51030,40,20,20,20,20,20,0,0,0,0,0,0,24,7,,,,,,,,,,,
679,,1180,87,4,,,51030,40,20,20,20,20,20,0,0,0,0,0,0,24,7,,,,,,,,,,,
679,,1257,87,5,,,51030,40,20,20,20,20,20,0,0,0,0,0,0,24,7,,,,,,,,,,,
679,,1008,87,7,,,51030,40,20,20,20,20,20,0,0,0,0,0,0,24,7,,,,,,,,,,,
679,,1497,87,1,,,51030,40,20,20,20,20,20,0,0,0,0,0,0,24,7,,,,,,,,,,,
680,,1330,87,8,,,51030,40,20,20,20,20,20,0,0,0,0,0,0,24,8,,,,,,,,,,,
680,,1330,87,6,,,51030,40,20,20,20,20,20,0,0,0,0,0,0,24,8,,,,,,,,,,,
680,,1450,87,4,,,51030,40,20,20,20,20,20,0,0,0,0,0,0,24,8,,,,,,,,,,,
680,,1450,87,3,,,51030,40,20,20,20,20,20,0,0,0,0,0,0,24,8,,,,,,,,,,,
680,,1450,87,2,,,51030,40,20,20,20,20,20,0,0,0,0,0,0,24,8,,,,,,,,,,,
680,,1464,87,1,,1.6,145800,40,105,105,20,20,36,20,20,20,20,20,20,24,8,,,,,,,,,,,
681,,1549,88,1,,,51030,40,20,20,20,20,20,0,0,0,0,0,0,24,8,,,,,,,,,,,
681,,1143,88,5,,,51030,40,20,20,20,20,20,0,0,0,0,0,0,24,8,,,,,,,,,,,
681,,1179,88,6,,,51030,40,20,20,20,20,20,0,0,0,0,0,0,24,8,,,,,,,,,,,
681,,1144,88,7,,,51030,40,20,20,20,20,20,0,0,0,0,0,0,24,8,,,,,,,,,,,
681,,1305,88,8,,,51030,40,20,20,20,20,20,0,0,0,0,0,0,24,8,,,,,,,,,,,
681,,1135,88,9,,,51030,40,20,20,20,20,20,0,0,0,0,0,0,24,8,,,,,,,,,,,
682,,1503,88,1,,,51030,40,20,20,20,20,20,0,0,0,0,0,0,24,8,,,,,,,,,,,
682,,1045,88,2,,,51030,40,20,20,20,20,20,0,0,0,0,0,0,24,8,,,,,,,,,,,
682,,1657,88,4,,,51030,40,20,20,20,20,20,0,0,0,0,0,0,24,8,,,,,,,,,,,
682,,1428,88,5,,,51030,40,20,20,20,20,20,0,0,0,0,0,0,24,8,,,,,,,,,,,
682,,1102,88,7,,,51030,40,20,20,20,20,20,0,0,0,0,0,0,24,8,,,,,,,,,,,
682,,1243,88,9,,,51030,40,20,20,20,20,20,0,0,0,0,0,0,24,8,,,,,,,,,,,
683,,1354,88,2,,,51030,40,20,20,20,20,20,0,0,0,0,0,0,24,8,,,,,,,,,,,
683,,1087,88,3,,,51030,40,20,20,20,20,20,0,0,0,0,0,0,24,8,,,,,,,,,,,
683,,1012,88,4,,,51030,40,20,20,20,20,20,0,0,0,0,0,0,24,8,,,,,,,,,,,
683,,1392,88,6,,,51030,40,20,20,20,20,20,0,0,0,0,0,0,24,8,,,,,,,,,,,
683,,1128,88,8,,,51030,40,20,20,20,20,20,0,0,0,0,0,0,24,8,,,,,,,,,,,
683,,1359,88,1,,,51030,40,20,20,20,20,20,0,0,0,0,0,0,24,8,,,,,,,,,,,
684,,1154,88,2,,,51030,40,20,20,20,20,20,0,0,0,0,0,0,24,8,,,,,,,,,,,
684,,1319,88,3,,,51030,40,20,20,20,20,20,0,0,0,0,0,0,24,8,,,,,,,,,,,
684,,1030,88,4,,,51030,40,20,20,20,20,20,0,0,0,0,0,0,24,8,,,,,,,,,,,
684,,1428,88,5,,,51030,40,20,20,20,20,20,0,0,0,0,0,0,24,8,,,,,,,,,,,
684,,1172,88,7,,,51030,40,20,20,20,20,20,0,0,0,0,0,0,24,8,,,,,,,,,,,
684,,1059,88,9,,,51030,40,20,20,20,20,20,0,0,0,0,0,0,24,8,,,,,,,,,,,
685,,1409,88,8,,,51030,40,20,20,20,20,20,0,0,0,0,0,0,24,8,,,,,,,,,,,
685,,1409,88,7,,,51030,40,20,20,20,20,20,0,0,0,0,0,0,24,8,,,,,,,,,,,
685,,1409,88,6,,,51030,40,20,20,20,20,20,0,0,0,0,0,0,24,8,,,,,,,,,,,
685,,1142,88,4,,,51030,40,20,20,20,20,20,0,0,0,0,0,0,24,8,,,,,,,,,,,
685,,1142,88,2,,,51030,40,20,20,20,20,20,0,0,0,0,0,0,24,8,,,,,,,,,,,
685,,1248,88,1,,1.6,145800,40,105,105,20,20,36,20,20,20,20,20,20,24,8,,,,,,,,,,,
686,,1131,88,2,,,51030,40,20,20,20,20,20,0,0,0,0,0,0,24,8,,,,,,,,,,,
686,,1497,88,3,,,51030,40,20,20,20,20,20,0,0,0,0,0,0,24,8,,,,,,,,,,,
686,,1349,88,4,,,51030,40,20,20,20,20,20,0,0,0,0,0,0,24,8,,,,,,,,,,,
686,,1242,88,6,,,51030,40,20,20,20,20,20,0,0,0,0,0,0,24,8,,,,,,,,,,,
686,,1152,88,8,,,51030,40,20,20,20,20,20,0,0,0,0,0,0,24,8,,,,,,,,,,,
686,,1254,88,1,,,51030,40,20,20,20,20,20,0,0,0,0,0,0,24,8,,,,,,,,,,,
687,,1373,88,2,,,51030,40,20,20,20,20,20,0,0,0,0,0,0,24,8,,,,,,,,,,,
687,,1334,88,3,,,51030,40,20,20,20,20,20,0,0,0,0,0,0,24,8,,,,,,,,,,,
687,,1141,88,4,,,51030,40,20,20,20,20,20,0,0,0,0,0,0,24,8,,,,,,,,,,,
687,,1334,88,6,,,51030,40,20,20,20,20,20,0,0,0,0,0,0,24,8,,,,,,,,,,,
687,,1011,88,8,,,51030,40,20,20,20,20,20,0,0,0,0,0,0,24,8,,,,,,,,,,,
687,,1481,88,1,,,51030,40,20,20,20,20,20,0,0,0,0,0,0,24,8,,,,,,,,,,,
688,,1467,88,2,,,51030,40,20,20,20,20,20,0,0,0,0,0,0,24,8,,,,,,,,,,,
688,,1053,88,3,,,51030,40,20,20,20,20,20,0,0,0,0,0,0,24,8,,,,,,,,,,,
688,,1371,88,4,,,51030,40,20,20,20,20,20,0,0,0,0,0,0,24,8,,,,,,,,,,,
688,,1480,88,5,,,51030,40,20,20,20,20,20,0,0,0,0,0,0,24,8,,,,,,,,,,,
688,,1310,88,7,,,51030,40,20,20,20,20,20,0,0,0,0,0,0,24,8,,,,,,,,,,,
688,,1246,88,1,,,51030,40,20,20,20,20,20,0,0,0,0,0,0,24,8,,,,,,,,,,,
689,,1428,88,1,,,51030,40,20,20,20,20,20,0,0,0,0,0,0,24,8,,,,,,,,,,,
689,,1125,88,5,,,51030,40,20,20,20,20,20,0,0,0,0,0,0,24,8,,,,,,,,,,,
689,,1040,88,6,,,51030,40,20,20,20,20,20,0,0,0,0,0,0,24,8,,,,,,,,,,,
689,,1146,88,7,,,51030,40,20,20,20,20,20,0,0,0,0,0,0,24,8,,,,,,,,,,,
689,,1084,88,8,,,51030,40,20,20,20,20,20,0,0,0,0,0,0,24,8,,,,,,,,,,,
689,,1252,88,9,,,51030,40,20,20,20,20,20,0,0,0,0,0,0,24,8,,,,,,,,,,,
690,,1297,88,9,,,51030,40,20,20,20,20,20,0,0,0,0,0,0,24,8,,,,,,,,,,,
690,,1068,88,8,,,51030,40,20,20,20,20,20,0,0,0,0,0,0,24,8,,,,,,,,,,,
690,,1068,88,7,,,51030,40,20,20,20,20,20,0,0,0,0,0,0,24,8,,,,,,,,,,,
690,,1068,88,6,,,51030,40,20,20,20,20,20,0,0,0,0,0,0,24,8,,,,,,,,,,,
690,,1297,88,5,,,51030,40,20,20,20,20,20,0,0,0,0,0,0,24,8,,,,,,,,,,,
690,,1448,88,1,,1.6,145800,40,105,105,20,20,36,20,20,20,20,20,20,24,8,,,,,,,,,,,
691,,1038,89,1,,,51030,40,20,20,20,20,20,0,0,0,0,0,0,24,8,,,,,,,,,,,
691,,1015,89,2,,,51030,40,20,20,20,20,20,0,0,0,0,0,0,24,8,,,,,,,,,,,
691,,1055,89,4,,,51030,40,20,20,20,20,20,0,0,0,0,0,0,24,8,,,,,,,,,,,
691,,1464,89,5,,,51030,40,20,20,20,20,20,0,0,0,0,0,0,24,8,,,,,,,,,,,
691,,1044,89,7,,,51030,40,20,20,20,20,20,0,0,0,0,0,0,24,8,,,,,,,,,,,
691,,1197,89,9,,,51030,40,20,20,20,20,20,0,0,0,0,0,0,24,8,,,,,,,,,,,
692,,1483,89,1,,,51030,40,20,20,20,20,20,0,0,0,0,0,0,24,8,,,,,,,,,,,
692,,1196,89,5,,,51030,40,20,20,20,20,20,0,0,0,0,0,0,24,8,,,,,,,,,,,
692,,1273,89,6,,,51030,40,20,20,20,20,20,0,0,0,0,0,0,24,8,,,,,,,,,,,
692,,1376,89,7,,,51030,40,20,20,20,20,20,0,0,0,0,0,0,24,8,,,,,,,,,,,
692,,1496,89,8,,,51030,40,20,20,20,20,20,0,0,0,0,0,0,24,8,,,,,,,,,,,
692,,1334,89,9,,,51030,40,20,20,20,20,20,0,0,0,0,0,0,24,8,,,,,,,,,,,
693,,1482,89,1,,,51030,40,20,20,20,20,20,0,0,0,0,0,0,24,8,,,,,,,,,,,
693,,1136,89,2,,,51030,40,20,20,20,20,20,0,0,0,0,0,0,24,8,,,,,,,,,,,
693,,1087,89,4,,,51030,40,20,20,20,20,20,0,0,0,0,0,0,24,8,,,,,,,,,,,
693,,1134,89,5,,,51030,40,20,20,20,20,20,0,0,0,0,0,0,24,8,,,,,,,,,,,
693,,1082,89,7,,,51030,40,20,20,20,20,20,0,0,0,0,0,0,24,8,,,,,,,,,,,
693,,1478,89,9,,,51030,40,20,20,20,20,20,0,0,0,0,0,0,24,8,,,,,,,,,,,
694,,1428,89,2,,,51030,40,20,20,20,20,20,0,0,0,0,0,0,24,8,,,,,,,,,,,
694,,1502,89,3,,,51030,40,20,20,20,20,20,0,0,0,0,0,0,24,8,,,,,,,,,,,
694,,1036,89,4,,,51030,40,20,20,20,20,20,0,0,0,0,0,0,24,8,,,,,,,,,,,
694,,1308,89,6,,,51030,40,20,20,20,20,20,0,0,0,0,0,0,24,8,,,,,,,,,,,
694,,1098,89,8,,,51030,40,20,20,20,20,20,0,0,0,0,0,0,24,8,,,,,,,,,,,
694,,1460,89,1,,,51030,40,20,20,20,20,20,0,0,0,0,0,0,24,8,,,,,,,,,,,
695,,1199,89,9,,,51030,40,20,20,20,20,20,0,0,0,0,0,0,24,8,,,,,,,,,,,
695,,1065,89,8,,,51030,40,20,20,20,20,20,0,0,0,0,0,0,24,8,,,,,,,,,,,
695,,1065,89,7,,,51030,40,20,20,20,20,20,0,0,0,0,0,0,24,8,,,,,,,,,,,
695,,1065,89,6,,,51030,40,20,20,20,20,20,0,0,0,0,0,0,24,8,,,,,,,,,,,
695,,1199,89,5,,,51030,40,20,20,20,20,20,0,0,0,0,0,0,24,8,,,,,,,,,,,
695,,1518,89,3,,1.6,145800,40,105,105,20,20,36,20,20,20,20,20,20,24,8,,,,,,,,,,,
696,,1103,89,3,,,52920,40,20,20,20,20,20,0,0,0,0,0,0,24,8,,,,,,,,,,,
696,,1645,89,2,,,52920,40,20,20,20,20,20,0,0,0,0,0,0,24,8,,,,,,,,,,,
696,,1137,89,4,,,52920,40,20,20,20,20,20,0,0,0,0,0,0,24,8,,,,,,,,,,,
696,,1026,89,5,,,52920,40,20,20,20,20,20,0,0,0,0,0,0,24,8,,,,,,,,,,,
696,,1356,89,7,,,52920,40,20,20,20,20,20,0,0,0,0,0,0,24,8,,,,,,,,,,,
696,,1445,89,1,,,52920,40,20,20,20,20,20,0,0,0,0,0,0,24,8,,,,,,,,,,,
697,,1130,89,2,,,52920,40,20,20,20,20,20,0,0,0,0,0,0,24,8,,,,,,,,,,,
697,,1641,89,3,,,52920,40,20,20,20,20,20,0,0,0,0,0,0,24,8,,,,,,,,,,,
697,,1390,89,4,,,52920,40,20,20,20,20,20,0,0,0,0,0,0,24,8,,,,,,,,,,,
697,,1230,89,6,,,52920,40,20,20,20,20,20,0,0,0,0,0,0,24,8,,,,,,,,,,,
697,,1075,89,8,,,52920,40,20,20,20,20,20,0,0,0,0,0,0,24,8,,,,,,,,,,,
697,,1612,89,1,,,52920,40,20,20,20,20,20,0,0,0,0,0,0,24,8,,,,,,,,,,,
698,,1169,89,2,,,52920,40,20,20,20,20,20,0,0,0,0,0,0,24,8,,,,,,,,,,,
698,,1103,89,3,,,52920,40,20,20,20,20,20,0,0,0,0,0,0,24,8,,,,,,,,,,,
698,,1104,89,4,,,52920,40,20,20,20,20,20,0,0,0,0,0,0,24,8,,,,,,,,,,,
698,,1460,89,6,,,52920,40,20,20,20,20,20,0,0,0,0,0,0,24,8,,,,,,,,,,,
698,,1650,89,8,,,52920,40,20,20,20,20,20,0,0,0,0,0,0,24,8,,,,,,,,,,,
698,,1467,89,1,,,52920,40,20,20,20,20,20,0,0,0,0,0,0,24,8,,,,,,,,,,,
699,,1500,89,2,,,52920,40,20,20,20,20,20,0,0,0,0,0,0,24,8,,,,,,,,,,,
699,,1445,89,3,,,52920,40,20,20,20,20,20,0,0,0,0,0,0,24,8,,,,,,,,,,,
699,,1121,89,4,,,52920,40,20,20,20,20,20,0,0,0,0,0,0,24,8,,,,,,,,,,,
699,,1062,89,5,,,52920,40,20,20,20,20,20,0,0,0,0,0,0,24,8,,,,,,,,,,,
699,,1466,89,7,,,52920,40,20,20,20,20,20,0,0,0,0,0,0,24,8,,,,,,,,,,,
699,,1244,89,1,,,52920,40,20,20,20,20,20,0,0,0,0,0,0,24,8,,,,,,,,,,,
700,,1212,89,8,,,52920,40,20,20,20,20,20,0,0,0,0,0,0,24,8,,,,,,,,,,,
700,,1212,89,7,,,52920,40,20,20,20,20,20,0,0,0,0,0,0,24,8,,,,,,,,,,,
