技能,技能图标,技能名字,注释,注释2,伤害类型（默认0.物理伤害 1.特殊伤害 ）,技能分类（1:单体伤害，2：群体伤害，3：单体治疗，4：群体治疗，5：变化，6弹射，7连击）,威力,命中,技能能量,属性ID（1.火 2.水 3.草 4.妖 5.恶 6.龙 7.冰 8.鬼 9.普通 10.电 11.虫 12.飞行 13.地面 14.岩石 15.格斗 16.超能 17.钢系 18.毒,技能描述,效果注释（不用处理，策划看）,触发效果(|分割),"作用对象(0.全体,1.目标,2.目标方全体,3.目标方随机单体,4.目标方1人+随机1人，5目标方1人+随机2人，6.目标方1人+随机3人，7目标放1人+随机4人.8.连击1次，9连击2次.10连击3次.11.释放者,12.释放者方全体,13.释放者方随机单体,14.释放者方目标单体 其它.特殊规则待扩展)",蓄力动画,释放时播放在释放者身上的特效资源（群体特效）,释放时从释放者飞向目标的特效资源,释放后播放在目标身上的特效资源，若有resFly，则需要飞行特效飞行到目标身上后播放此特效（单体特效）,"抖屏(0:抖,1:不抖)",释放后的音效资源,释放后技能背景资源,释放后出技能名,每场战斗使用次数限制,"是否预览（1是,2否）"
2023009,101,水枪·LV9,单特,,1,1,92,1,30,2,"用力喷水,对敌方1人,造成特殊伤害",,,1,,,9,47,1,bing,,1,,2
2023010,101,水枪·LV10,单特,,1,1,104,1,30,2,"用力喷水,对敌方1人,造成特殊伤害",,,1,,,9,47,1,bing,,1,,2
2023501,101,水枪·LV1,单特,,1,1,70,1,35,2,"用力喷水,对敌方1人,造成特殊伤害",,,1,,,9,47,1,bing,,1,,2
2023502,101,水枪·LV2,单特,,1,1,74,1,35,2,"用力喷水,对敌方1人,造成特殊伤害",,,1,,,9,47,1,bing,,1,,2
2023503,101,水枪·LV3,单特,,1,1,77,1,35,2,"用力喷水,对敌方1人,造成特殊伤害",,,1,,,9,47,1,bing,,1,,2
2023504,101,水枪·LV4,单特,,1,1,81,1,35,2,"用力喷水,对敌方1人,造成特殊伤害",,,1,,,9,47,1,bing,,1,,2
2023505,101,水枪·LV5,单特,,1,1,84,1,35,2,"用力喷水,对敌方1人,造成特殊伤害",,,1,,,9,47,1,bing,,1,,2
2023506,101,水枪·LV6,单特,,1,1,88,1,35,2,"用力喷水,对敌方1人,造成特殊伤害",,,1,,,9,47,1,bing,,1,,2
2023507,101,水枪·LV7,单特,,1,1,100,1,35,2,"用力喷水,对敌方1人,造成特殊伤害",,,1,,,9,47,1,bing,,1,,2
2023508,101,水枪·LV8,单特,,1,1,105,1,35,2,"用力喷水,对敌方1人,造成特殊伤害",,,1,,,9,47,1,bing,,1,,2
2023509,101,水枪·LV9,单特,,1,1,108,1,35,2,"用力喷水,对敌方1人,造成特殊伤害",,,1,,,9,47,1,bing,,1,,2
2023510,101,水枪·LV10,单特,,1,1,122,1,35,2,"用力喷水,对敌方1人,造成特殊伤害",,,1,,,9,47,1,bing,,1,,1
2024001,102,水炮·LV1,单特,,1,1,80,1,40,2,"喷出高压水柱攻击敌方1人,造成特殊伤害",,,1,1,,13,47,1,bing,,1,,2
2024002,102,水炮·LV2,单特,,1,1,84,1,40,2,"喷出高压水柱攻击敌方1人,造成特殊伤害",,,1,1,,13,47,1,bing,,1,,2
2024003,102,水炮·LV3,单特,,1,1,88,1,40,2,"喷出高压水柱攻击敌方1人,造成特殊伤害",,,1,1,,13,47,1,bing,,1,,2
2024004,102,水炮·LV4,单特,,1,1,92,1,40,2,"喷出高压水柱攻击敌方1人,造成特殊伤害",,,1,1,,13,47,1,bing,,1,,2
2024005,102,水炮·LV5,单特,,1,1,96,1,40,2,"喷出高压水柱攻击敌方1人,造成特殊伤害",,,1,1,,13,47,1,bing,,1,,2
2024006,102,水炮·LV6,单特,,1,1,100,1,40,2,"喷出高压水柱攻击敌方1人,造成特殊伤害",,,1,1,,13,47,1,bing,,1,,2
2024007,102,水炮·LV7,单特,,1,1,114,1,40,2,"喷出高压水柱攻击敌方1人,造成特殊伤害",,,1,1,,13,47,1,bing,,1,,2
2024008,102,水炮·LV8,单特,,1,1,119,1,40,2,"喷出高压水柱攻击敌方1人,造成特殊伤害",,,1,1,,13,47,1,bing,,1,,2
2024009,102,水炮·LV9,单特,,1,1,123,1,40,2,"喷出高压水柱攻击敌方1人,造成特殊伤害",,,1,1,,13,47,1,bing,,1,,2
2024010,102,水炮·LV10,单特,,1,1,139,1,40,2,"喷出高压水柱攻击敌方1人,造成特殊伤害",,,1,1,,13,47,1,bing,,1,,2
2024501,102,水炮·LV1,单特,,1,1,90,1,45,2,"喷出高压水柱攻击敌方1人,造成特殊伤害",,,1,1,,13,47,1,bing,,1,,2
2024502,102,水炮·LV2,单特,,1,1,95,1,45,2,"喷出高压水柱攻击敌方1人,造成特殊伤害",,,1,1,,13,47,1,bing,,1,,2
2024503,102,水炮·LV3,单特,,1,1,99,1,45,2,"喷出高压水柱攻击敌方1人,造成特殊伤害",,,1,1,,13,47,1,bing,,1,,2
2024504,102,水炮·LV4,单特,,1,1,104,1,45,2,"喷出高压水柱攻击敌方1人,造成特殊伤害",,,1,1,,13,47,1,bing,,1,,2
2024505,102,水炮·LV5,单特,,1,1,108,1,45,2,"喷出高压水柱攻击敌方1人,造成特殊伤害",,,1,1,,13,47,1,bing,,1,,2
2024506,102,水炮·LV6,单特,,1,1,113,1,45,2,"喷出高压水柱攻击敌方1人,造成特殊伤害",,,1,1,,13,47,1,bing,,1,,2
2024507,102,水炮·LV7,单特,,1,1,129,1,45,2,"喷出高压水柱攻击敌方1人,造成特殊伤害",,,1,1,,13,47,1,bing,,1,,2
2024508,102,水炮·LV8,单特,,1,1,134,1,45,2,"喷出高压水柱攻击敌方1人,造成特殊伤害",,,1,1,,13,47,1,bing,,1,,2
2024509,102,水炮·LV9,单特,,1,1,139,1,45,2,"喷出高压水柱攻击敌方1人,造成特殊伤害",,,1,1,,13,47,1,bing,,1,,2
2024510,102,水炮·LV10,单特,,1,1,157,1,45,2,"喷出高压水柱攻击敌方1人,造成特殊伤害",,,1,1,,13,47,1,bing,,1,,2
2025001,102,水炮·LV1,单特,,1,1,100,1,50,2,"喷出高压水柱攻击敌方1人,造成特殊伤害",,,1,1,,13,47,1,bing,,1,,2
2025002,102,水炮·LV2,单特,,1,1,105,1,50,2,"喷出高压水柱攻击敌方1人,造成特殊伤害",,,1,1,,13,47,1,bing,,1,,2
2025003,102,水炮·LV3,单特,,1,1,110,1,50,2,"喷出高压水柱攻击敌方1人,造成特殊伤害",,,1,1,,13,47,1,bing,,1,,2
2025004,102,水炮·LV4,单特,,1,1,115,1,50,2,"喷出高压水柱攻击敌方1人,造成特殊伤害",,,1,1,,13,47,1,bing,,1,,2
2025005,102,水炮·LV5,单特,,1,1,120,1,50,2,"喷出高压水柱攻击敌方1人,造成特殊伤害",,,1,1,,13,47,1,bing,,1,,2
2025006,102,水炮·LV6,单特,,1,1,125,1,50,2,"喷出高压水柱攻击敌方1人,造成特殊伤害",,,1,1,,13,47,1,bing,,1,,2
2025007,102,水炮·LV7,单特,,1,1,143,1,50,2,"喷出高压水柱攻击敌方1人,造成特殊伤害",,,1,1,,13,47,1,bing,,1,,2
2025008,102,水炮·LV8,单特,,1,1,149,1,50,2,"喷出高压水柱攻击敌方1人,造成特殊伤害",,,1,1,,13,47,1,bing,,1,,2
2025009,102,水炮·LV9,单特,,1,1,154,1,50,2,"喷出高压水柱攻击敌方1人,造成特殊伤害",,,1,1,,13,47,1,bing,,1,,2
2025010,102,水炮·LV10,单特,,1,1,174,1,50,2,"喷出高压水柱攻击敌方1人,造成特殊伤害",,,1,1,,13,47,1,bing,,1,,2
2025501,102,水炮·LV1,单特,,1,1,110,1,55,2,"喷出高压水柱攻击敌方1人,造成特殊伤害",,,1,1,,13,47,1,bing,,1,,2
2025502,102,水炮·LV2,单特,,1,1,116,1,55,2,"喷出高压水柱攻击敌方1人,造成特殊伤害",,,1,1,,13,47,1,bing,,1,,2
2025503,102,水炮·LV3,单特,,1,1,121,1,55,2,"喷出高压水柱攻击敌方1人,造成特殊伤害",,,1,1,,13,47,1,bing,,1,,2
2025504,102,水炮·LV4,单特,,1,1,127,1,55,2,"喷出高压水柱攻击敌方1人,造成特殊伤害",,,1,1,,13,47,1,bing,,1,,2
2025505,102,水炮·LV5,单特,,1,1,132,1,55,2,"喷出高压水柱攻击敌方1人,造成特殊伤害",,,1,1,,13,47,1,bing,,1,,2
2025506,102,水炮·LV6,单特,,1,1,138,1,55,2,"喷出高压水柱攻击敌方1人,造成特殊伤害",,,1,1,,13,47,1,bing,,1,,2
2025507,102,水炮·LV7,单特,,1,1,157,1,55,2,"喷出高压水柱攻击敌方1人,造成特殊伤害",,,1,1,,13,47,1,bing,,1,,2
2025508,102,水炮·LV8,单特,,1,1,164,1,55,2,"喷出高压水柱攻击敌方1人,造成特殊伤害",,,1,1,,13,47,1,bing,,1,,2
2025509,102,水炮·LV9,单特,,1,1,169,1,55,2,"喷出高压水柱攻击敌方1人,造成特殊伤害",,,1,1,,13,47,1,bing,,1,,2
2025510,102,水炮·LV10,单特,,1,1,192,1,55,2,"喷出高压水柱攻击敌方1人,造成特殊伤害",,,1,1,,13,47,1,bing,,1,,2
2026001,102,水炮·LV1,单特,,1,1,120,1,60,2,"喷出高压水柱攻击敌方1人,造成特殊伤害",,,1,1,,13,47,1,bing,,1,,2
2026002,102,水炮·LV2,单特,,1,1,126,1,60,2,"喷出高压水柱攻击敌方1人,造成特殊伤害",,,1,1,,13,47,1,bing,,1,,2
2026003,102,水炮·LV3,单特,,1,1,132,1,60,2,"喷出高压水柱攻击敌方1人,造成特殊伤害",,,1,1,,13,47,1,bing,,1,,2
2026004,102,水炮·LV4,单特,,1,1,138,1,60,2,"喷出高压水柱攻击敌方1人,造成特殊伤害",,,1,1,,13,47,1,bing,,1,,2
2026005,102,水炮·LV5,单特,,1,1,144,1,60,2,"喷出高压水柱攻击敌方1人,造成特殊伤害",,,1,1,,13,47,1,bing,,1,,2
2026006,102,水炮·LV6,单特,,1,1,150,1,60,2,"喷出高压水柱攻击敌方1人,造成特殊伤害",,,1,1,,13,47,1,bing,,1,,2
2026007,102,水炮·LV7,单特,,1,1,172,1,60,2,"喷出高压水柱攻击敌方1人,造成特殊伤害",,,1,1,,13,47,1,bing,,1,,2
2026008,102,水炮·LV8,单特,,1,1,178,1,60,2,"喷出高压水柱攻击敌方1人,造成特殊伤害",,,1,1,,13,47,1,bing,,1,,2
2026009,102,水炮·LV9,单特,,1,1,185,1,60,2,"喷出高压水柱攻击敌方1人,造成特殊伤害",,,1,1,,13,47,1,bing,,1,,2
2026010,102,水炮·LV10,单特,,1,1,209,1,60,2,"喷出高压水柱攻击敌方1人,造成特殊伤害",,,1,1,,13,47,1,bing,,1,,1
2026501,103,水柱光线·LV1,单特,,1,1,130,1,65,2,"喷射快速结冰光线攻击敌方1人,造成特殊伤害",,,1,1,,29,47,0,Skillbing01,1,1,,2
2026502,103,水柱光线·LV2,单特,,1,1,137,1,65,2,"喷射快速结冰光线攻击敌方1人,造成特殊伤害",,,1,1,,29,47,0,Skillbing01,1,1,,2
2026503,103,水柱光线·LV3,单特,,1,1,143,1,65,2,"喷射快速结冰光线攻击敌方1人,造成特殊伤害",,,1,1,,29,47,0,Skillbing01,1,1,,2
2026504,103,水柱光线·LV4,单特,,1,1,150,1,65,2,"喷射快速结冰光线攻击敌方1人,造成特殊伤害",,,1,1,,29,47,0,Skillbing01,1,1,,2
2026505,103,水柱光线·LV5,单特,,1,1,156,1,65,2,"喷射快速结冰光线攻击敌方1人,造成特殊伤害",,,1,1,,29,47,0,Skillbing01,1,1,,2
2026506,103,水柱光线·LV6,单特,,1,1,163,1,65,2,"喷射快速结冰光线攻击敌方1人,造成特殊伤害",,,1,1,,29,47,0,Skillbing01,1,1,,2
2026507,103,水柱光线·LV7,单特,,1,1,186,1,65,2,"喷射快速结冰光线攻击敌方1人,造成特殊伤害",,,1,1,,29,47,0,Skillbing01,1,1,,2
2026508,103,水柱光线·LV8,单特,,1,1,194,1,65,2,"喷射快速结冰光线攻击敌方1人,造成特殊伤害",,,1,1,,29,47,0,Skillbing01,1,1,,2
2026509,103,水柱光线·LV9,单特,,1,1,200,1,65,2,"喷射快速结冰光线攻击敌方1人,造成特殊伤害",,,1,1,,29,47,0,Skillbing01,1,1,,2
2026510,103,水柱光线·LV10,单特,,1,1,227,1,65,2,"喷射快速结冰光线攻击敌方1人,造成特殊伤害",,,1,1,,29,47,0,Skillbing01,1,1,,2
2027001,103,水柱光线·LV1,单特,,1,1,140,1,70,2,"喷射快速结冰光线攻击敌方1人,造成特殊伤害",,,1,1,,29,47,0,Skillbing01,1,1,,2
2027002,103,水柱光线·LV2,单特,,1,1,147,1,70,2,"喷射快速结冰光线攻击敌方1人,造成特殊伤害",,,1,1,,29,47,0,Skillbing01,1,1,,2
2027003,103,水柱光线·LV3,单特,,1,1,154,1,70,2,"喷射快速结冰光线攻击敌方1人,造成特殊伤害",,,1,1,,29,47,0,Skillbing01,1,1,,2
2027004,103,水柱光线·LV4,单特,,1,1,161,1,70,2,"喷射快速结冰光线攻击敌方1人,造成特殊伤害",,,1,1,,29,47,0,Skillbing01,1,1,,2
2027005,103,水柱光线·LV5,单特,,1,1,168,1,70,2,"喷射快速结冰光线攻击敌方1人,造成特殊伤害",,,1,1,,29,47,0,Skillbing01,1,1,,2
2027006,103,水柱光线·LV6,单特,,1,1,175,1,70,2,"喷射快速结冰光线攻击敌方1人,造成特殊伤害",,,1,1,,29,47,0,Skillbing01,1,1,,2
2027007,103,水柱光线·LV7,单特,,1,1,200,1,70,2,"喷射快速结冰光线攻击敌方1人,造成特殊伤害",,,1,1,,29,47,0,Skillbing01,1,1,,2
2027008,103,水柱光线·LV8,单特,,1,1,208,1,70,2,"喷射快速结冰光线攻击敌方1人,造成特殊伤害",,,1,1,,29,47,0,Skillbing01,1,1,,2
2027009,103,水柱光线·LV9,单特,,1,1,216,1,70,2,"喷射快速结冰光线攻击敌方1人,造成特殊伤害",,,1,1,,29,47,0,Skillbing01,1,1,,2
2027010,103,水柱光线·LV10,单特,,1,1,244,1,70,2,"喷射快速结冰光线攻击敌方1人,造成特殊伤害",,,1,1,,29,47,0,Skillbing01,1,1,,2
2027501,103,水柱光线·LV1,单特,,1,1,150,1,75,2,"喷射快速结冰光线攻击敌方1人,造成特殊伤害",,,1,1,,29,47,0,Skillbing01,1,1,,2
2027502,103,水柱光线·LV2,单特,,1,1,158,1,75,2,"喷射快速结冰光线攻击敌方1人,造成特殊伤害",,,1,1,,29,47,0,Skillbing01,1,1,,2
2027503,103,水柱光线·LV3,单特,,1,1,165,1,75,2,"喷射快速结冰光线攻击敌方1人,造成特殊伤害",,,1,1,,29,47,0,Skillbing01,1,1,,2
2027504,103,水柱光线·LV4,单特,,1,1,173,1,75,2,"喷射快速结冰光线攻击敌方1人,造成特殊伤害",,,1,1,,29,47,0,Skillbing01,1,1,,2
2027505,103,水柱光线·LV5,单特,,1,1,180,1,75,2,"喷射快速结冰光线攻击敌方1人,造成特殊伤害",,,1,1,,29,47,0,Skillbing01,1,1,,2
2027506,103,水柱光线·LV6,单特,,1,1,188,1,75,2,"喷射快速结冰光线攻击敌方1人,造成特殊伤害",,,1,1,,29,47,0,Skillbing01,1,1,,2
2027507,103,水柱光线·LV7,单特,,1,1,215,1,75,2,"喷射快速结冰光线攻击敌方1人,造成特殊伤害",,,1,1,,29,47,0,Skillbing01,1,1,,2
2027508,103,水柱光线·LV8,单特,,1,1,223,1,75,2,"喷射快速结冰光线攻击敌方1人,造成特殊伤害",,,1,1,,29,47,0,Skillbing01,1,1,,2
2027509,103,水柱光线·LV9,单特,,1,1,231,1,75,2,"喷射快速结冰光线攻击敌方1人,造成特殊伤害",,,1,1,,29,47,0,Skillbing01,1,1,,2
2027510,103,水柱光线·LV10,单特,,1,1,262,1,75,2,"喷射快速结冰光线攻击敌方1人,造成特殊伤害",,,1,1,,29,47,0,Skillbing01,1,1,,2
2028001,103,水柱光线·LV1,单特,,1,1,160,1,80,2,"喷射快速结冰光线攻击敌方1人,造成特殊伤害",,,1,1,,29,47,0,Skillbing01,1,1,,2
2028002,103,水柱光线·LV2,单特,,1,1,168,1,80,2,"喷射快速结冰光线攻击敌方1人,造成特殊伤害",,,1,1,,29,47,0,Skillbing01,1,1,,2
2028003,103,水柱光线·LV3,单特,,1,1,176,1,80,2,"喷射快速结冰光线攻击敌方1人,造成特殊伤害",,,1,1,,29,47,0,Skillbing01,1,1,,2
2028004,103,水柱光线·LV4,单特,,1,1,184,1,80,2,"喷射快速结冰光线攻击敌方1人,造成特殊伤害",,,1,1,,29,47,0,Skillbing01,1,1,,2
2028005,103,水柱光线·LV5,单特,,1,1,192,1,80,2,"喷射快速结冰光线攻击敌方1人,造成特殊伤害",,,1,1,,29,47,0,Skillbing01,1,1,,2
2028006,103,水柱光线·LV6,单特,,1,1,200,1,80,2,"喷射快速结冰光线攻击敌方1人,造成特殊伤害",,,1,1,,29,47,0,Skillbing01,1,1,,2
2028007,103,水柱光线·LV7,单特,,1,1,229,1,80,2,"喷射快速结冰光线攻击敌方1人,造成特殊伤害",,,1,1,,29,47,0,Skillbing01,1,1,,2
2028008,103,水柱光线·LV8,单特,,1,1,238,1,80,2,"喷射快速结冰光线攻击敌方1人,造成特殊伤害",,,1,1,,29,47,0,Skillbing01,1,1,,2
2028009,103,水柱光线·LV9,单特,,1,1,246,1,80,2,"喷射快速结冰光线攻击敌方1人,造成特殊伤害",,,1,1,,29,47,0,Skillbing01,1,1,,2
2028010,103,水柱光线·LV10,单特,,1,1,278,1,80,2,"喷射快速结冰光线攻击敌方1人,造成特殊伤害",,,1,1,,29,47,0,Skillbing01,1,1,,2
2028501,103,水柱光线·LV1,单特,,1,1,170,1,85,2,"喷射快速结冰光线攻击敌方1人,造成特殊伤害",,,1,1,,29,47,0,Skillbing01,1,1,,2
2028502,103,水柱光线·LV2,单特,,1,1,179,1,85,2,"喷射快速结冰光线攻击敌方1人,造成特殊伤害",,,1,1,,29,47,0,Skillbing01,1,1,,2
2028503,103,水柱光线·LV3,单特,,1,1,187,1,85,2,"喷射快速结冰光线攻击敌方1人,造成特殊伤害",,,1,1,,29,47,0,Skillbing01,1,1,,2
2028504,103,水柱光线·LV4,单特,,1,1,196,1,85,2,"喷射快速结冰光线攻击敌方1人,造成特殊伤害",,,1,1,,29,47,0,Skillbing01,1,1,,2
2028505,103,水柱光线·LV5,单特,,1,1,204,1,85,2,"喷射快速结冰光线攻击敌方1人,造成特殊伤害",,,1,1,,29,47,0,Skillbing01,1,1,,2
2028506,103,水柱光线·LV6,单特,,1,1,213,1,85,2,"喷射快速结冰光线攻击敌方1人,造成特殊伤害",,,1,1,,29,47,0,Skillbing01,1,1,,2
2028507,103,水柱光线·LV7,单特,,1,1,243,1,85,2,"喷射快速结冰光线攻击敌方1人,造成特殊伤害",,,1,1,,29,47,0,Skillbing01,1,1,,2
2028508,103,水柱光线·LV8,单特,,1,1,253,1,85,2,"喷射快速结冰光线攻击敌方1人,造成特殊伤害",,,1,1,,29,47,0,Skillbing01,1,1,,2
2028509,103,水柱光线·LV9,单特,,1,1,262,1,85,2,"喷射快速结冰光线攻击敌方1人,造成特殊伤害",,,1,1,,29,47,0,Skillbing01,1,1,,2
2028510,103,水柱光线·LV10,单特,,1,1,296,1,85,2,"喷射快速结冰光线攻击敌方1人,造成特殊伤害",,,1,1,,29,47,0,Skillbing01,1,1,,1
2031501,201,吸收·LV1,单特,,1,1,30,1,15,3,"用初级种子攻击敌方1人,造成特殊伤害",,,1,,,15,17,1,shouji01,,1,,2
2031502,201,吸收·LV2,单特,,1,1,32,1,15,3,"用初级种子攻击敌方1人,造成特殊伤害",,,1,,,15,17,1,shouji01,,1,,2
2031503,201,吸收·LV3,单特,,1,1,33,1,15,3,"用初级种子攻击敌方1人,造成特殊伤害",,,1,,,15,17,1,shouji01,,1,,2
2031504,201,吸收·LV4,单特,,1,1,35,1,15,3,"用初级种子攻击敌方1人,造成特殊伤害",,,1,,,15,17,1,shouji01,,1,,2
2031505,201,吸收·LV5,单特,,1,1,36,1,15,3,"用初级种子攻击敌方1人,造成特殊伤害",,,1,,,15,17,1,shouji01,,1,,2
2031506,201,吸收·LV6,单特,,1,1,38,1,15,3,"用初级种子攻击敌方1人,造成特殊伤害",,,1,,,15,17,1,shouji01,,1,,2
2031507,201,吸收·LV7,单特,,1,1,43,1,15,3,"用初级种子攻击敌方1人,造成特殊伤害",,,1,,,15,17,1,shouji01,,1,,2
2031508,201,吸收·LV8,单特,,1,1,45,1,15,3,"用初级种子攻击敌方1人,造成特殊伤害",,,1,,,15,17,1,shouji01,,1,,2
2031509,201,吸收·LV9,单特,,1,1,46,1,15,3,"用初级种子攻击敌方1人,造成特殊伤害",,,1,,,15,17,1,shouji01,,1,,2
2031510,201,吸收·LV10,单特,,1,1,53,1,15,3,"用初级种子攻击敌方1人,造成特殊伤害",,,1,,,15,17,1,shouji01,,1,,2
2032001,201,吸收·LV1,单特,,1,1,40,1,20,3,"用初级种子攻击敌方1人,造成特殊伤害",,,1,,,15,17,1,shouji01,,1,,2
2032002,201,吸收·LV2,单特,,1,1,42,1,20,3,"用初级种子攻击敌方1人,造成特殊伤害",,,1,,,15,17,1,shouji01,,1,,2
2032003,201,吸收·LV3,单特,,1,1,44,1,20,3,"用初级种子攻击敌方1人,造成特殊伤害",,,1,,,15,17,1,shouji01,,1,,2
2032004,201,吸收·LV4,单特,,1,1,46,1,20,3,"用初级种子攻击敌方1人,造成特殊伤害",,,1,,,15,17,1,shouji01,,1,,2
2032005,201,吸收·LV5,单特,,1,1,48,1,20,3,"用初级种子攻击敌方1人,造成特殊伤害",,,1,,,15,17,1,shouji01,,1,,2
2032006,201,吸收·LV6,单特,,1,1,50,1,20,3,"用初级种子攻击敌方1人,造成特殊伤害",,,1,,,15,17,1,shouji01,,1,,2
2032007,201,吸收·LV7,单特,,1,1,57,1,20,3,"用初级种子攻击敌方1人,造成特殊伤害",,,1,,,15,17,1,shouji01,,1,,2
2032008,201,吸收·LV8,单特,,1,1,59,1,20,3,"用初级种子攻击敌方1人,造成特殊伤害",,,1,,,15,17,1,shouji01,,1,,2
2032009,201,吸收·LV9,单特,,1,1,62,1,20,3,"用初级种子攻击敌方1人,造成特殊伤害",,,1,,,15,17,1,shouji01,,1,,2
2032010,201,吸收·LV10,单特,,1,1,70,1,20,3,"用初级种子攻击敌方1人,造成特殊伤害",,,1,,,15,17,1,shouji01,,1,,2
2032501,201,吸收·LV1,单特,,1,1,50,1,25,3,"用初级种子攻击敌方1人,造成特殊伤害",,,1,,,15,17,1,shouji01,,1,,2
2032502,201,吸收·LV2,单特,,1,1,53,1,25,3,"用初级种子攻击敌方1人,造成特殊伤害",,,1,,,15,17,1,shouji01,,1,,2
2032503,201,吸收·LV3,单特,,1,1,55,1,25,3,"用初级种子攻击敌方1人,造成特殊伤害",,,1,,,15,17,1,shouji01,,1,,2
2032504,201,吸收·LV4,单特,,1,1,58,1,25,3,"用初级种子攻击敌方1人,造成特殊伤害",,,1,,,15,17,1,shouji01,,1,,2
2032505,201,吸收·LV5,单特,,1,1,60,1,25,3,"用初级种子攻击敌方1人,造成特殊伤害",,,1,,,15,17,1,shouji01,,1,,2
2032506,201,吸收·LV6,单特,,1,1,63,1,25,3,"用初级种子攻击敌方1人,造成特殊伤害",,,1,,,15,17,1,shouji01,,1,,2
2032507,201,吸收·LV7,单特,,1,1,72,1,25,3,"用初级种子攻击敌方1人,造成特殊伤害",,,1,,,15,17,1,shouji01,,1,,2
2032508,201,吸收·LV8,单特,,1,1,75,1,25,3,"用初级种子攻击敌方1人,造成特殊伤害",,,1,,,15,17,1,shouji01,,1,,2
2032509,201,吸收·LV9,单特,,1,1,77,1,25,3,"用初级种子攻击敌方1人,造成特殊伤害",,,1,,,15,17,1,shouji01,,1,,2
2032510,201,吸收·LV10,单特,,1,1,88,1,25,3,"用初级种子攻击敌方1人,造成特殊伤害",,,1,,,15,17,1,shouji01,,1,,2
2033001,201,吸收·LV1,单特,,1,1,60,1,30,3,"用初级种子攻击敌方1人,造成特殊伤害",,,1,,,15,17,1,shouji01,,1,,2
2033002,201,吸收·LV2,单特,,1,1,63,1,30,3,"用初级种子攻击敌方1人,造成特殊伤害",,,1,,,15,17,1,shouji01,,1,,2
2033003,201,吸收·LV3,单特,,1,1,66,1,30,3,"用初级种子攻击敌方1人,造成特殊伤害",,,1,,,15,17,1,shouji01,,1,,2
2033004,201,吸收·LV4,单特,,1,1,69,1,30,3,"用初级种子攻击敌方1人,造成特殊伤害",,,1,,,15,17,1,shouji01,,1,,2
2033005,201,吸收·LV5,单特,,1,1,72,1,30,3,"用初级种子攻击敌方1人,造成特殊伤害",,,1,,,15,17,1,shouji01,,1,,2
2033006,201,吸收·LV6,单特,,1,1,75,1,30,3,"用初级种子攻击敌方1人,造成特殊伤害",,,1,,,15,17,1,shouji01,,1,,2
2033007,201,吸收·LV7,单特,,1,1,86,1,30,3,"用初级种子攻击敌方1人,造成特殊伤害",,,1,,,15,17,1,shouji01,,1,,2
2033008,201,吸收·LV8,单特,,1,1,89,1,30,3,"用初级种子攻击敌方1人,造成特殊伤害",,,1,,,15,17,1,shouji01,,1,,2
2033009,201,吸收·LV9,单特,,1,1,92,1,30,3,"用初级种子攻击敌方1人,造成特殊伤害",,,1,,,15,17,1,shouji01,,1,,2
2033010,201,吸收·LV10,单特,,1,1,104,1,30,3,"用初级种子攻击敌方1人,造成特殊伤害",,,1,,,15,17,1,shouji01,,1,,2
2033501,201,吸收·LV1,单特,,1,1,70,1,35,3,"用初级种子攻击敌方1人,造成特殊伤害",,,1,,,15,17,1,shouji01,,1,,2
2033502,201,吸收·LV2,单特,,1,1,74,1,35,3,"用初级种子攻击敌方1人,造成特殊伤害",,,1,,,15,17,1,shouji01,,1,,2
2033503,201,吸收·LV3,单特,,1,1,77,1,35,3,"用初级种子攻击敌方1人,造成特殊伤害",,,1,,,15,17,1,shouji01,,1,,2
2033504,201,吸收·LV4,单特,,1,1,81,1,35,3,"用初级种子攻击敌方1人,造成特殊伤害",,,1,,,15,17,1,shouji01,,1,,2
2033505,201,吸收·LV5,单特,,1,1,84,1,35,3,"用初级种子攻击敌方1人,造成特殊伤害",,,1,,,15,17,1,shouji01,,1,,2
2033506,201,吸收·LV6,单特,,1,1,88,1,35,3,"用初级种子攻击敌方1人,造成特殊伤害",,,1,,,15,17,1,shouji01,,1,,2
2033507,201,吸收·LV7,单特,,1,1,100,1,35,3,"用初级种子攻击敌方1人,造成特殊伤害",,,1,,,15,17,1,shouji01,,1,,2
2033508,201,吸收·LV8,单特,,1,1,105,1,35,3,"用初级种子攻击敌方1人,造成特殊伤害",,,1,,,15,17,1,shouji01,,1,,2
2033509,201,吸收·LV9,单特,,1,1,108,1,35,3,"用初级种子攻击敌方1人,造成特殊伤害",,,1,,,15,17,1,shouji01,,1,,2
2033510,201,吸收·LV10,单特,,1,1,122,1,35,3,"用初级种子攻击敌方1人,造成特殊伤害",,,1,,,15,17,1,shouji01,,1,,1
2034001,202,种子爆弹·LV1,单特,,1,1,80,1,40,3,"召唤种子炸开攻击敌方1人,造成特殊伤害",,,1,6,,16,40,1,shouji01,,1,,2
2034002,202,种子爆弹·LV2,单特,,1,1,84,1,40,3,"召唤种子炸开攻击敌方1人,造成特殊伤害",,,1,6,,16,40,1,shouji01,,1,,2
2034003,202,种子爆弹·LV3,单特,,1,1,88,1,40,3,"召唤种子炸开攻击敌方1人,造成特殊伤害",,,1,6,,16,40,1,shouji01,,1,,2
2034004,202,种子爆弹·LV4,单特,,1,1,92,1,40,3,"召唤种子炸开攻击敌方1人,造成特殊伤害",,,1,6,,16,40,1,shouji01,,1,,2
