预览位置（1.钻石扭蛋，2.扭蛋十抽，3.工会商店，4.竞技商店，5宝可梦商店，6.秒杀专场商店）,"所在商店类型(1.学习机 2.公会商店 3.竞技场商店 4.宠物商店 5.特惠商店，6大赛商店，7道馆商店，8专场秒杀,9携带品）",购买次数限制(不填没限制）,"购买条件限制类型(不填没有,1:道馆声望)",购买条件限制数值,重置周期（天）不填为系统不自动刷新,起始时间,结束时间,商品id（道具id;数量）,购买价格（道具id；数量）,走马灯标记,周期标记(1为7天，2为30天，3为五折，4为七折，5为1折 不填为无),是否显示（0/null=显示，1=不显示）
number,number,number,number,number,number,string,string,string,string,number,number,number
id,type,countLimit,buyLimitType,buyLimitNumber,refreshCycle,startTime,dedTime,goods,price,notify,cycleNotify,display
17030,9,1,,,,,,700315;1,2;15000,,,
17031,9,1,,,,,,700316;1,2;15000,,,
17032,9,1,,,,,,700117;1,2;36000,,,
17033,9,1,,,,,,700118;1,2;36000,,,
17034,9,1,,,,,,700119;1,2;36000,,,
17035,9,1,,,,,,700120;1,2;36000,,,
17036,9,1,,,,,,700217;1,2;36000,,,
17037,9,1,,,,,,700218;1,2;36000,,,
17038,9,1,,,,,,700219;1,2;36000,,,
17039,9,1,,,,,,700220;1,2;36000,,,
17040,9,1,,,,,,700317;1,2;36000,,,
17041,9,1,,,,,,700318;1,2;36000,,,
17042,9,1,,,,,,700319;1,2;36000,,,
17043,9,1,,,,,,700320;1,2;36000,,,
17044,9,1,,,,,,700417;1,2;36000,,,
17045,9,1,,,,,,700418;1,2;36000,,,
17046,9,1,,,,,,700419;1,2;36000,,,
17047,9,1,,,,,,700420;1,2;36000,,,
17048,9,1,,,,,,700121;1,2;75000,,,
17049,9,1,,,,,,700122;1,2;75000,,,
17050,9,1,,,,,,700123;1,2;75000,,,
17051,9,1,,,,,,700124;1,2;75000,,,
17052,9,1,,,,,,700221;1,2;75000,,,
17053,9,1,,,,,,700222;1,2;75000,,,
17054,9,1,,,,,,700223;1,2;75000,,,
17055,9,1,,,,,,700224;1,2;75000,,,
17056,9,1,,,,,,700321;1,2;75000,,,
17057,9,1,,,,,,700322;1,2;75000,,,
17058,9,1,,,,,,700323;1,2;75000,,,
17059,9,1,,,,,,700324;1,2;75000,,,
17060,9,1,,,,,,700421;1,2;75000,,,
17061,9,1,,,,,,700422;1,2;75000,,,
17062,9,1,,,,,,700423;1,2;75000,,,
17063,9,1,,,,,,700424;1,2;75000,,,
15003,7,1,1,55,7,2020/10/18 0:00,,13002;1,1;90000000,,1,
15004,7,5,1,10,7,2020/10/18 0:00,,12301;8,1;6000000,,1,
15005,7,5,1,25,7,2020/10/18 0:00,,12301;12,1;9000000,,1,
15006,7,5,1,40,7,2020/10/18 0:00,,12301;16,1;12000000,,1,
15007,7,5,1,55,7,2020/10/18 0:00,,12301;20,1;15000000,,1,
11009,3,1,,,,,,12101;5,5;22500,,,
11010,3,1,,,,,,12102;5,5;22500,,,
11011,3,1,,,,,,12103;5,5;22500,,,
11012,3,1,,,,,,12104;5,5;22500,,,
11013,3,1,,,,,,12105;5,5;22500,,,
11014,3,1,,,,,,12106;5,5;22500,,,
11015,3,1,,,,,,12107;5,5;22500,,,
11016,3,1,,,,,,12108;5,5;22500,,,
11017,3,1,,,,,,12109;5,5;22500,,,
11018,3,1,,,,,,12111;5,5;30000,,,
11019,3,1,,,,,,12121;5,5;22500,,,
11020,3,1,,,,,,12122;5,5;22500,,,
11021,3,1,,,,,,12123;5,5;22500,,,
11022,3,1,,,,,,12124;5,5;22500,,,
11023,3,1,,,,,,12125;5,5;22500,,,
11024,3,1,,,,,,12126;5,5;22500,,,
11025,3,1,,,,,,12127;5,5;22500,,,
11026,3,1,,,,,,12128;5,5;22500,,,
11027,3,1,,,,,,12129;5,5;22500,,,
13011,5,1000,,,1,2020/10/10 0:00,2021/12/28 0:00,12103;1,2;750,,,
13012,5,1000,,,1,2020/10/10 0:00,2021/12/28 0:00,12104;1,2;750,,,
13013,5,1000,,,1,2020/10/10 0:00,2021/12/28 0:00,12105;1,2;750,,,
13014,5,1000,,,1,2020/10/10 0:00,2021/12/28 0:00,12106;1,2;750,,,
13015,5,1000,,,1,2020/10/10 0:00,2021/12/28 0:00,12107;1,2;750,,,
13016,5,1000,,,1,2020/10/10 0:00,2021/12/28 0:00,12108;1,2;750,,,
13017,5,1000,,,1,2020/10/10 0:00,2021/12/28 0:00,12109;1,2;750,,,
13018,5,1000,,,1,2020/10/10 0:00,2021/12/28 0:00,12121;1,2;750,,,
13019,5,1000,,,1,2020/10/10 0:00,2021/12/28 0:00,12122;1,2;750,,,
13020,5,1000,,,1,2020/10/10 0:00,2021/12/28 0:00,12123;1,2;750,,,
13021,5,1000,,,1,2020/10/10 0:00,2021/12/28 0:00,12124;1,2;750,,,
13022,5,1000,,,1,2020/10/10 0:00,2021/12/28 0:00,12125;1,2;750,,,
13023,5,1000,,,1,2020/10/10 0:00,2021/12/28 0:00,12126;1,2;750,,,
13024,5,1000,,,1,2020/10/10 0:00,2021/12/28 0:00,12127;1,2;750,,,
13025,5,1000,,,1,2020/10/10 0:00,2021/12/28 0:00,12128;1,2;750,,,
13026,5,1000,,,1,2020/10/10 0:00,2021/12/28 0:00,12129;1,2;750,,,
14008,6,99,,,,,,12226;1,19003;50,,,
14009,6,99,,,,,,12231;1,19003;50,,,
14010,6,99,,,,,,12236;1,19003;50,,,
14011,6,99,,,,,,12241;1,19003;50,,,
11028,3,1,,,,,,601706;1,5;1000,,,
