宝可梦ID,上阵ID,宝可梦名字,宝可梦描述,特性ID,升23456789星消耗道具（道具id；数量分隔）,努力值升阶道具需求（从1升2起，0升1不需要）,技能(技能编号;技能学习等级|技能编号;技能学习等级),血量种族值,物攻种族值,物防种族值,特攻种族值,特防种族值,速度种族值,种族值总和,属性ID（1.火 2.水 3.草 4.妖 5.恶 6.龙 7.冰 8.鬼 9.普通 10.电 11.虫 12.飞行 13.地面 14.岩石 15.格斗 16.超能 17.钢 18.毒）,副属性（1.火 2.水 3.草 4.妖 5.恶 6.龙 7.冰 8.鬼 9.普通 10.电 11.虫 12.飞行 13.地面 14.岩石 15.格斗 16.超能 17.钢 18.毒）,品级,稀有星数, 稀有度（最低1，最高100）,进化所需等级,进化所需亲密度等级,进化所需道具,进化前的宝可梦ID,不可进化（0否，1是，默认0）,进化后的宝可梦ID,进化所需货币,特殊进化所需等级(|分隔）,特殊进化所需亲密度等级(|分隔）,特殊进化所需道具(道具id;道具数量|第二个道具id;道具数量:另一个宝可梦进化所需…   ';'分隔id和数量'|'分隔不同的道具':'分隔不同的宝可梦需求）,特殊进化后的宝可梦ID(|分隔）,特殊进化所需货币(；分隔道具id和数量 |分隔不同的宝可梦需求）,升星可用宝可梦,可学习的天赋树,可学习的技能机器id(系ID|系ID),可升最高星数(最高到达星数）,可超进阶的用1,宝可萌声音,孵化时间（单位：分钟）,碎片需求数量,合成消耗金币,宝可萌星级加成,图鉴显示(0不显示，1显示，默认0),默认精灵球
1153,153,月桂叶,月桂叶长得像是淡黄色的蜥脚下目恐龙或是蜥蜴,1,601154;10|601154;20|601154;30|601154;40|601154;50|601154;60|601154;70|601154;80,601154;10|601154;20|601154;30|601154;30|601154;30|601154;50|601154;50|601154;50|601154;70|601154;70|601154;70|601154;90|601154;90|601154;90,2033503;1|3036504;3|4036506;20,60,62,80,63,80,60,405,3,,3,5,70,28,10,12151;350|12152;80|12103;260,1152,,1154,1;1000000,,,,,,,1153,3||9,9,,1153,600,601153;80,1200000,0;0.05;0.10;0.2;0.25;0.3;0.4;0.45;0.5;0.6,1,13002
1154,154,大竺葵,大竺葵是外貌类似蜥脚下目恐龙的宝可梦,135,601154;10|601154;20|601154;30|601154;40|601154;50|601154;60|601154;70|601154;80,601154;10|601154;20|601154;30|601154;30|601154;30|601154;50|601154;50|601154;50|601154;70|601154;70|601154;70|601154;90|601154;90|601154;90,2033504;1|3036505;3|4036507;20|3002103;30,80,82,100,83,100,80,525,3,,4,5,100,40,20,12111;1000|12101;600|601154;100,1153,,301154,1;10000000,,,,,,,1154,3||9,9,,1154,4320,601154;140,2100000,0;0.05;0.1;0.25;0.3;0.35;0.5;0.55;0.6;0.75,1,13006
1155,155,火球鼠,火球鼠的设计基于一种哺乳动物针鼹,2,601157;10|601157;20|601157;30|601157;40|601157;50|601157;60|601157;70|601157;80,601157;10|601157;20|601157;30|601157;30|601157;30|601157;50|601157;50|601157;50|601157;70|601157;70|601157;70|601157;90|601157;90|601157;90,2014002;1|3016503;3|4016505;20,39,52,43,60,50,65,309,1,,2,5,50,10,5,12151;100|12101;30,,,1156,1;100000,,,,,,,1155,1||9,9,,1155,240,,,0;0.05;0.10;0.2;0.25;0.3;0.4;0.45;0.5;0.6,1,13001
1156,156,火岩鼠,基本上与火球鼠类似，但头顶上多了一处火焰，类似于头发,2,601157;10|601157;20|601157;30|601157;40|601157;50|601157;60|601157;70|601157;80,601157;10|601157;20|601157;30|601157;30|601157;30|601157;50|601157;50|601157;50|601157;70|601157;70|601157;70|601157;90|601157;90|601157;90,2014003;1|3016504;3|4016506;20,58,64,58,80,65,80,405,1,,3,5,70,28,10,12151;350|12152;80|12101;280,1155,,1157,1;1000000,,,,,,,1156,1||9,9,,1156,600,601156;80,1200000,0;0.05;0.10;0.2;0.25;0.3;0.4;0.45;0.5;0.6,1,13002
1157,157,火暴兽,火暴兽与进化前差不多，体形变得更大，火焰更猛,124,601157;10|601157;20|601157;30|601157;40|601157;50|601157;60|601157;70|601157;80,601157;10|601157;20|601157;30|601157;30|601157;30|601157;50|601157;50|601157;50|601157;70|601157;70|601157;70|601157;90|601157;90|601157;90,2014004;1|3016505;3|4016507;20,78,84,78,109,85,100,534,1,,4,5,100,40,20,12111;1000|12101;600|601157;100,1156,,301157,1;10000000,,,,,,,1157,1||9,9,,1157,4320,601157;140,2100000,0;0.05;0.1;0.25;0.3;0.35;0.5;0.55;0.6;0.75,1,13006
1158,158,小锯鳄,小锯鳄是个蓝色双足的小鳄鱼,3,601160;10|601160;20|601160;30|601160;40|601160;50|601160;60|601160;70|601160;80,601160;10|601160;20|601160;30|601160;30|601160;30|601160;50|601160;50|601160;50|601160;70|601160;70|601160;70|601160;90|601160;90|601160;90,1023502;1|4026503;3|3026505;20,50,65,64,44,48,43,314,2,,2,5,50,10,5,12151;100|12102;30,,,1159,1;100000,,,,,,,1158,2||9,9,,1158,240,,,0;0.05;0.10;0.2;0.25;0.3;0.4;0.45;0.5;0.6,1,13001
1159,159,蓝鳄,蓝鳄如同一条蓝色的鳄鱼,3,601160;10|601160;20|601160;30|601160;40|601160;50|601160;60|601160;70|601160;80,601160;10|601160;20|601160;30|601160;30|601160;30|601160;50|601160;50|601160;50|601160;70|601160;70|601160;70|601160;90|601160;90|601160;90,1023503;1|4026504;3|3026506;20,65,80,80,59,63,58,405,2,,3,5,70,28,10,12151;350|12152;80|12102;280,1158,,1160,1;1000000,,,,,,,1159,2||9,9,,1159,600,601159;80,1200000,0;0.05;0.10;0.2;0.25;0.3;0.4;0.45;0.5;0.6,1,13002
1160,160,大力鳄,大力鳄以大下巴很锐利的獠牙为特征,3,601160;10|601160;20|601160;30|601160;40|601160;50|601160;60|601160;70|601160;80,601160;10|601160;20|601160;30|601160;30|601160;30|601160;50|601160;50|601160;50|601160;70|601160;70|601160;70|601160;90|601160;90|601160;90,1023504;1|4026505;3|3026507;20,85,105,100,79,83,78,530,2,,4,5,100,40,20,12111;1000|12102;600|601160;100,1159,,301160,1;10000000,,,,,,,1160,2||9,9,,1160,4320,601160;140,2100000,0;0.05;0.1;0.25;0.3;0.35;0.5;0.55;0.6;0.75,1,13006
1169,161,叉字蝠,有4个翅膀，能在黑夜飞行,96,601169;10|601169;20|601169;30|601169;40|601169;50|601169;60|601169;70|601169;80,601169;10|601169;20|601169;30|601169;30|601169;30|601169;50|601169;50|601169;50|601169;70|601169;70|601169;70|601169;90|601169;90|601169;90,1181504;1|4126505;3|3186507;20,85,90,80,70,80,130,535,18,12,4,4,90,40,20,12111;1000|12129;500|601169;100,1042,,301169,1;10000000,,,,,,,1169,18|12|9,9,,1169,4320,601169;120,1800000,0;0.05;0.1;0.25;0.3;0.35;0.5;0.55;0.6;0.75,1,13006
1170,162,灯笼鱼,有着两盏小灯笼的神奇小鱼,20,601171;10|601171;20|601171;30|601171;40|601171;50|601171;60|601171;70|601171;80,601171;10|601171;20|601171;30|601171;30|601171;30|601171;50|601171;50|601171;50|601171;70|601171;70|601171;70|601171;90|601171;90|601171;90,2023502;1|3106503;3|4026505;20,75,38,38,56,56,67,330,2,10,2,2,20,10,5,12151;100|12102;30,,,1171,1;300000,,,,,,,1170,2|10|9,9,,1170,240,,,0;0.05;0.10;0.2;0.25;0.3;0.4;0.45;0.5;0.6,1,13001
1171,163,电灯怪,脑袋上的灯泡可以照亮很远的范围,20,601171;10|601171;20|601171;30|601171;40|601171;50|601171;60|601171;70|601171;80,601171;10|601171;20|601171;30|601171;30|601171;30|601171;50|601171;50|601171;50|601171;70|601171;70|601171;70|601171;90|601171;90|601171;90,2023503;1|3106504;3|4026506;20,125,58,58,76,76,67,460,2,10,3,2,50,,,,1170,,,,,,,,,,1171,2|10|9,9,,1171,600,601171;40,600000,0;0.05;0.10;0.2;0.25;0.3;0.4;0.45;0.5;0.6,1,13006
1172,164,皮丘,受到一点惊吓就会放点，但聚电能力不强,11,601026;10|601026;20|601026;30|601026;40|601026;50|601026;60|601026;70|601026;80,601026;10|601026;20|601026;30|601026;30|601026;30|601026;50|601026;50|601026;50|601026;70|601026;70|601026;70|601026;90|601026;90|601026;90,2201;1|3106503;3|3104505;20,20,40,15,35,35,60,205,10,,2,4,30,10,5,12151;100|12121;30,,,1025,1;300000,,,,,,,1172,10||9,9,,1172,240,,,0;0.05;0.10;0.2;0.25;0.3;0.4;0.45;0.5;0.6,1,13001
1173,165,皮宝宝,身体很美，能放出流星一样的光,14,601036;10|601036;20|601036;30|601036;40|601036;50|601036;60|601036;70|601036;80,601036;10|601036;20|601036;30|601036;30|601036;30|601036;50|601036;50|601036;50|601036;70|601036;70|601036;70|601036;90|601036;90|601036;90,1043501;1|4046504;3,50,25,28,45,55,15,218,4,,1,3,1,11,1,12151;20|12104;10,,,1035,1;50000,,,,,,,1173,4||9,9,,1173,120,,,0;0.05;0.10;0.2;0.25;0.3;0.4;0.45;0.5;0.6,1,13001
1174,166,宝宝丁,身体非常柔软,14,601040;10|601040;20|601040;30|601040;40|601040;50|601040;60|601040;70|601040;80,601040;10|601040;20|601040;30|601040;30|601040;30|601040;50|601040;50|601040;50|601040;70|601040;70|601040;70|601040;90|601040;90|601040;90,2043502;1|4096504;3|4046504;20,90,30,15,40,20,15,210,4,9,1,1,10,10,1,12151;20|12104;10,,,1039,1;20000,,,,,,,1174,4|9,9,,1174,120,,,0;0.05;0.10;0.2;0.25;0.3;0.4;0.45;0.5;0.6,1,13001
1175,167,波克比,波克比的体型比较小，像一只蛋，身体颜色以亮黄色为主,10,601468;10|601468;20|601468;30|601468;40|601468;50|601468;60|601468;70|601468;80,601468;10|601468;20|601468;30|601468;30|601468;30|601468;50|601468;50|601468;50|601468;70|601468;70|601468;70|601468;90|601468;90|601468;90,4044002;1|3126503;3|4046505;20,35,20,65,40,65,20,245,4,,2,5,50,10,5,12151;100|12104;30,,,1176,1;100000,,,,,,,1175,4||9,9,,1175,240,,,0;0.05;0.10;0.2;0.25;0.3;0.4;0.45;0.5;0.6,1,13001
1176,168,波克基古,波克基古是一种娇小的两足宝可梦，身高较矮,10,601468;10|601468;20|601468;30|601468;40|601468;50|601468;60|601468;70|601468;80,601468;10|601468;20|601468;30|601468;30|601468;30|601468;50|601468;50|601468;50|601468;70|601468;70|601468;70|601468;90|601468;90|601468;90,4044003;1|3126504;3|4046506;20,50,40,85,80,105,40,400,4,12,3,5,70,28,10,12151;350|12152;80|12104;280|12123;50,1175,,1468,1;1000000,,,,,,,1176,4|12|9,9,,1176,600,601176;60,900000,0;0.05;0.10;0.2;0.25;0.3;0.4;0.45;0.5;0.6,1,13002
1179,169,咩利羊,咩利羊皮肤是深蓝色的，淡黄色的蓬松的毛发包裹住大部分身体,11,601181;10|601181;20|601181;30|601181;40|601181;50|601181;60|601181;70|601181;80,601181;10|601181;20|601181;30|601181;30|601181;30|601181;50|601181;50|601181;50|601181;70|601181;70|601181;70|601181;90|601181;90|601181;90,1101502;1|3066503;3|4106505;20|10000603;30,55,40,40,65,45,35,280,10,,2,5,50,10,5,12151;100|12121;30,,,1180,1;100000,,,,,,,1179,10||9,9,,1179,240,,,0;0.05;0.10;0.2;0.25;0.3;0.4;0.45;0.5;0.6,1,13001
1180,170,茸茸羊,茸茸羊看起来与它的进化前身咩利羊相似,11,601181;10|601181;20|601181;30|601181;40|601181;50|601181;60|601181;70|601181;80,601181;10|601181;20|601181;30|601181;30|601181;30|601181;50|601181;50|601181;50|601181;70|601181;70|601181;70|601181;90|601181;90|601181;90,1101503;1|3066504;3|4106506;20|10000604;30,70,55,55,80,60,45,365,10,,3,5,70,28,10,12151;350|12152;80|12121;270,1179,,1181,1;1000000,,,,,,,1180,10||9,9,,1180,600,601180;60,900000,0;0.05;0.10;0.2;0.25;0.3;0.4;0.45;0.5;0.6,1,13002
1181,171,电龙,电龙没有了进化前的毛发，皮肤是黄色的,11,601181;10|601181;20|601181;30|601181;40|601181;50|601181;60|601181;70|601181;80,601181;10|601181;20|601181;30|601181;30|601181;30|601181;50|601181;50|601181;50|601181;70|601181;70|601181;70|601181;90|601181;90|601181;90,1101504;1|3066505;3|4106507;20|10000605;30,90,75,85,115,90,55,510,10,,4,5,100,40,20,12111;1000|12121;500|601181;100,1180,,301181,1;10000000,,,,,,,1181,10||9,9,,1181,4320,601181;120,1800000,0;0.05;0.1;0.25;0.3;0.35;0.5;0.55;0.6;0.75,1,13006
1182,172,美丽花,走路的时候较硬的花瓣会互相碰触，发出悦耳的声音,17,601182;10|601182;20|601182;30|601182;40|601182;50|601182;60|601182;70|601182;80,601182;10|601182;20|601182;30|601182;30|601182;30|601182;50|601182;50|601182;50|601182;70|601182;70|601182;70|601182;90|601182;90|601182;90,2033503;1|3036504;3|4036506;20,75,80,95,90,100,50,490,3,,3,1,50,,,,,,,,,,,,,,1182,3||9,9,,1182,600,601182;40,600000,0;0.05;0.10;0.2;0.25;0.3;0.4;0.45;0.5;0.6,1,13006
1185,173,树才怪,为了不被袭击会模仿树的样子,18,601185;10|601185;20|601185;30|601185;40|601185;50|601185;60|601185;70|601185;80,601185;10|601185;20|601185;30|601185;30|601185;30|601185;50|601185;50|601185;50|601185;70|601185;70|601185;70|601185;90|601185;90|601185;90,2606;1|3146505;3|1146006;20,70,100,115,30,65,30,410,14,,3,1,50,40,20,12111;1000|12125;500|601185;100,,,301185,1;10000000,,,,,,,1185,14||9,9,,1185,600,601185;40,600000,0;0.05;0.10;0.2;0.25;0.3;0.4;0.45;0.5;0.6,1,13002
1186,174,蚊香蛙皇,蚊香蛙皇全身都是青色，但仍有一小部分是其他颜色,64,601061;10|601061;20|601061;30|601061;40|601061;50|601061;60|601061;70|601061;80,601061;10|601061;20|601061;30|601061;30|601061;30|601061;50|601061;50|601061;50|601061;70|601061;70|601061;70|601061;90|601061;90|601061;90,2023504;1|3026505;3|4026507;20,90,75,75,90,100,70,500,2,,4,3,90,,,,1061,,,,,,,,,,1186,2||9,9,,1186,4320,601186;120,1800000,0;0.05;0.1;0.25;0.3;0.35;0.5;0.55;0.6;0.75,1,13006
1187,175,毽子草,毽子草同伴们会聚集在一起避免被风吹走,5,601189;10|601189;20|601189;30|601189;40|601189;50|601189;60|601189;70|601189;80,601189;10|601189;20|601189;30|601189;30|601189;30|601189;50|601189;50|601189;50|601189;70|601189;70|601189;70|601189;90|601189;90|601189;90,4034002;1|2126003;3|1036004;20,35,35,40,35,55,50,250,3,12,1,2,10,5,1,12151;20|12103;5,,,1188,1;20000,,,,,,,1187,3|12|9,9,,1001,120,,,0;0.05;0.10;0.2;0.25;0.3;0.4;0.45;0.5;0.6,1,13001
1188,176,毽子花,头顶上盛开着的花有着根据气温变化而开合的特性,5,601189;10|601189;20|601189;30|601189;40|601189;50|601189;60|601189;70|601189;80,601189;10|601189;20|601189;30|601189;30|601189;30|601189;50|601189;50|601189;50|601189;70|601189;70|601189;70|601189;90|601189;90|601189;90,4034003;1|2126004;3|1036005;20,55,45,50,45,65,80,340,3,12,2,2,30,10,5,12151;320|12152;65|12103;280,1187,,1189,1;1500000,,,,,,,1188,3|12|9,9,,1001,240,,,0;0.05;0.10;0.2;0.25;0.3;0.4;0.45;0.5;0.6,1,13001
1189,177,毽子棉,只要乘上风就能非常巧妙地操纵棉花孢子去散播到整个世界,5,601189;10|601189;20|601189;30|601189;40|601189;50|601189;60|601189;70|601189;80,601189;10|601189;20|601189;30|601189;30|601189;30|601189;50|601189;50|601189;50|601189;70|601189;70|601189;70|601189;90|601189;90|601189;90,4034004;1|2126005;3|1036006;20,75,55,70,55,95,110,460,3,12,4,2,80,40,20,12111;1000|12103;500|601189;100,1188,,301189,1;10000000,,,,,,,1189,3|12|9,9,,1001,4320,601189;100,1500000,0;0.05;0.1;0.25;0.3;0.35;0.5;0.55;0.6;0.75,1,13006
1196,178,太阳伊布,全身的毛可以减轻敌人的攻击,69,601133;10|601133;20|601133;30|601133;40|601133;50|601133;60|601133;70|601133;80,601133;10|601133;20|601133;30|601133;30|601133;30|601133;50|601133;50|601133;50|601133;70|601133;70|601133;70|601133;90|601133;90|601133;90,2163504;1|3166505;3|4166507;20,65,65,60,130,95,110,525,16,,4,4,95,,,,1133,,,,,,,,,,1196,16||9,9,,1196,4320,601196;120,1800000,0;0.05;0.1;0.25;0.3;0.35;0.5;0.55;0.6;0.75,1,13006
1197,179,月亮伊布,身上的条纹据说能用来防守,139,601133;10|601133;20|601133;30|601133;40|601133;50|601133;60|601133;70|601133;80,601133;10|601133;20|601133;30|601133;30|601133;30|601133;50|601133;50|601133;50|601133;70|601133;70|601133;70|601133;90|601133;90|601133;90,1053504;1|4056505;3|3056507;20,95,65,110,60,130,65,525,5,,4,4,95,,,,1133,,,,,,,,,,1197,5||9,9,,1197,4320,601197;120,1800000,0;0.05;0.1;0.25;0.3;0.35;0.5;0.55;0.6;0.75,1,13006
1198,180,黑暗鸦,捡到闪闪发光的东西后，总会把它藏到秘密的地方去。会经常和喵喵互相争夺。,127,601430;10|601430;20|601430;30|601430;40|601430;50|601430;60|601430;70|601430;80,601430;10|601430;20|601430;30|601430;30|601430;30|601430;50|601430;50|601430;50|601430;70|601430;70|601430;70|601430;90|601430;90|601430;90,2053503;1|3126504;3|4056506;20,60,85,42,85,42,91,405,5,12,3,4,50,10,5,12151;300|12152;80|12105;260|12123;50,,,1430,1;1000000,,,,,,,1198,5|12|9,9,,1198,600,601198;60,900000,0;0.05;0.10;0.2;0.25;0.3;0.4;0.45;0.5;0.6,1,13002
1199,181,呆呆王,进化后改由双足站立，脖子上围有橘白相间类似雨伞的构造。,27,601199;10|601199;20|601199;30|601199;40|601199;50|601199;60|601199;70|601199;80,601199;10|601199;20|601199;30|601199;30|601199;30|601199;50|601199;50|601199;50|601199;70|601199;70|601199;70|601199;90|601199;90|601199;90,2162504;1|3026505;3|4166507;20,115,75,80,120,110,60,560,16,2,4,4,85,40,20,12111;1000|12127;500|601199;100,1080,,301199,1;10000000,,,,,,,1199,16|2|9,9,,1199,4320,601199;120,1800000,0;0.05;0.1;0.25;0.3;0.35;0.5;0.55;0.6;0.75,1,13006
1200,182,梦妖,吓唬别人是其活着的意义。如果把耳朵贴近它脖子上的红珠子，就能从中听到悲鸣声。,59,601429;10|601429;20|601429;30|601429;40|601429;50|601429;60|601429;70|601429;80,601429;10|601429;20|601429;30|601429;30|601429;30|601429;50|601429;50|601429;50|601429;70|601429;70|601429;70|601429;90|601429;90|601429;90,2083503;1|3086504;3|4086506;20,60,60,60,85,85,85,435,8,,3,4,60,10,5,12151;300|12152;80|12108;260,,,1429,1;1000000,,,,,,,1200,8||9,9,,1200,600,601200;60,900000,0;0.05;0.10;0.2;0.25;0.3;0.4;0.45;0.5;0.6,1,13002
1202,183,果然翁,为了藏起漆黑的尾巴而默默地活在黑暗之中,36,601202;10|601202;20|601202;30|601202;40|601202;50|601202;60|601202;70|601202;80,601202;10|601202;20|601202;30|601202;30|601202;30|601202;50|601202;50|601202;50|601202;70|601202;70|601202;70|601202;90|601202;90|601202;90,2163503;1|3166504;3|4166506;20,190,33,58,33,58,33,405,16,,3,1,60,,,,,,,,,,,,,,1202,16||9,9,,1202,600,601202;40,600000,0;0.05;0.10;0.2;0.25;0.3;0.4;0.45;0.5;0.6,1,13002
1203,184,麒麟奇,陷入危机的时候尾巴会使用不可思议的力量将敌人赶走,19,601203;10|601203;20|601203;30|601203;40|601203;50|601203;60|601203;70|601203;80,601203;10|601203;20|601203;30|601203;30|601203;30|601203;50|601203;50|601203;50|601203;70|601203;70|601203;70|601203;90|601203;90|601203;90,2163503;1|3096504;3|4166506;20,70,80,65,90,65,85,455,16,9,3,2,50,,,,,,,,,,,,,,1203,16|9,9,,1203,600,601203;40,600000,0;0.05;0.10;0.2;0.25;0.3;0.4;0.45;0.5;0.6,1,13006
1204,185,榛果球,一边倒吊着一边等待作为食物的虫子飞过，自己本身却很少活动。,32,601205;10|601205;20|601205;30|601205;40|601205;50|601205;60|601205;70|601205;80,601205;10|601205;20|601205;30|601205;30|601205;30|601205;50|601205;50|601205;50|601205;70|601205;70|601205;70|601205;90|601205;90|601205;90,1113503;1|4116504;3|3116506;20,50,65,90,35,35,15,290,11,,3,3,50,10,5,12151;300|12152;80|12122;260,,,1205,1;1000000,,,,,,,1204,11||9,9,,1204,600,601204;40,600000,0;0.05;0.10;0.2;0.25;0.3;0.4;0.45;0.5;0.6,1,13001
1205,186,佛烈托斯,如钢铁般坚硬的壳覆盖全身，里面的本体不明。,32,601205;10|601205;20|601205;30|601205;40|601205;50|601205;60|601205;70|601205;80,601205;10|601205;20|601205;30|601205;30|601205;30|601205;50|601205;50|601205;50|601205;70|601205;70|601205;70|601205;90|601205;90|601205;90,1113504;1|4176505;3|3116507;20,75,90,140,60,60,40,465,11,17,4,3,80,,,,1204,,,,,,,,,,1205,11|17|9,9,,1205,4320,601205;120,1800000,0;0.05;0.1;0.25;0.3;0.35;0.5;0.55;0.6;0.75,1,13006
1206,187,土龙弟弟,被别人盯上后，用尾巴在地面上挖洞，向后逃跑,5,601206;10|601206;20|601206;30|601206;40|601206;50|601206;60|601206;70|601206;80,601206;10|601206;20|601206;30|601206;30|601206;30|601206;50|601206;50|601206;50|601206;70|601206;70|601206;70|601206;90|601206;90|601206;90,1093503;1|4096504;3|3096506;20,100,70,70,65,65,45,415,9,,3,1,70,,,,,,,,,,,,,,1206,9,9,,1206,600,601206;40,600000,0;0.05;0.10;0.2;0.25;0.3;0.4;0.45;0.5;0.6,1,13002
1207,188,天蝎,会朝着面部飞来，趁被缠上的猎物紧张的时候刺入毒针。,34,601207;10|601207;20|601207;30|601207;40|601207;50|601207;60|601207;70|601207;80,601207;10|601207;20|601207;30|601207;30|601207;30|601207;50|601207;50|601207;50|601207;70|601207;70|601207;70|601207;90|601207;90|601207;90,2132002;1|4126504;3|3136506;20,65,75,105,35,65,85,430,13,12,3,4,50,10,5,12151;300|12152;80|12124;260|12123;50,,,1472,1;1000000,,,,,,,1207,13|12|9,9,,1207,600,601207;60,900000,0;0.05;0.10;0.2;0.25;0.3;0.4;0.45;0.5;0.6,1,13002
1208,189,大钢蛇,藏在地下，身体像铁一样坚硬,26,601208;10|601208;20|601208;30|601208;40|601208;50|601208;60|601208;70|601208;80,601208;10|601208;20|601208;30|601208;30|601208;30|601208;50|601208;50|601208;50|601208;70|601208;70|601208;70|601208;90|601208;90|601208;90,1171505;1|4136505;3|3176507;20,75,85,200,55,65,30,510,17,13,4,5,90,,,,1095,,,,40|40,20|20,12111;1000|12124;500|601208;100:12111;1000|12125;500|601208;100,301208|311007,1;10000000|1;10000000,,1208,17|13|9,9,,1208,4320,601208;120,1800000,0;0.05;0.1;0.25;0.3;0.35;0.5;0.55;0.6;0.75,1,13006
1211,190,千针鱼,圆滚滚的身体不擅长游泳,7,601211;10|601211;20|601211;30|601211;40|601211;50|601211;60|601211;70|601211;80,601211;10|601211;20|601211;30|601211;30|601211;30|601211;50|601211;50|601211;50|601211;70|601211;70|601211;70|601211;90|601211;90|601211;90,1023502;1|3186504;3|3026504;20,65,65,45,35,55,65,330,2,18,1,1,50,,,,,,,,,,,,,,1211,2|18|9,9,,1211,120,,,0;0.05;0.10;0.2;0.25;0.3;0.4;0.45;0.5;0.6,1,13001
1212,191,巨钳螳螂,厉害的钳子无人能敌,97,601212;10|601212;20|601212;30|601212;40|601212;50|601212;60|601212;70|601212;80,601212;10|601212;20|601212;30|601212;30|601212;30|601212;50|601212;50|601212;50|601212;70|601212;70|601212;70|601212;90|601212;90|601212;90,2911;1|4116505;3|3176507;20,70,130,70,55,80,95,500,17,11,4,4,90,40,20,12111;1000|12128;500|601212;10|601212;100,1123,,301212,1;10000000,,,,,,,1212,17|11|9,9,,1212,4320,601212;120,1800000,0;0.05;0.1;0.25;0.3;0.35;0.5;0.55;0.6;0.75,1,13006
1213,192,壶壶,据说像壶一般的甲壳里储存的树果溶解后会发酵出粘稠稠的液体。,32,601213;10|601213;20|601213;30|601213;40|601213;50|601213;60|601213;70|601213;80,601213;10|601213;20|601213;30|601213;30|601213;30|601213;50|601213;50|601213;50|601213;70|601213;70|601213;70|601213;90|601213;90|601213;90,2113504;1|3146505;3|4116507;20,20,10,230,10,230,5,505,11,14,4,4,80,,,,,1,,,,,,,,,1213,11|14|9,9,,1213,4320,601213;120,1800000,0;0.05;0.1;0.25;0.3;0.35;0.5;0.55;0.6;0.75,1,13006
1214,193,赫拉克罗斯,,34,601214;10|601214;20|601214;30|601214;40|601214;50|601214;60|601214;70|601214;80,601214;10|601214;20|601214;30|601214;30|601214;30|601214;50|601214;50|601214;50|601214;70|601214;70|601214;70|601214;90|601214;90|601214;90,2302;1|4156505;3|3116507;20,80,125,75,40,95,85,500,11,15,4,4,90,40,20,12111;1000|12122;500|601214;10|601214;100,,,301214,1;10000000,,,,,,,1214,11|15|9,9,,1214,4320,601214;120,1800000,0;0.05;0.1;0.25;0.3;0.35;0.5;0.55;0.6;0.75,1,13006
1215,194,狃拉,狃拉喜好栖息在寒冷的山洞里或高山上,8,601461;10|601461;20|601461;30|601461;40|601461;50|601461;60|601461;70|601461;80,601461;10|601461;20|601461;30|601461;30|601461;30|601461;50|601461;50|601461;50|601461;70|601461;70|601461;70|601461;90|601461;90|601461;90,1072502;1|4056504;3|3076506;20,55,95,55,35,75,115,430,7,5,3,4,70,27,10,12151;300|12152;80|12107;270|12105;50,,,1461,1;1000000,,,,,,,1215,7|5|9,9,,1215,600,601215;60,900000,0;0.05;0.10;0.2;0.25;0.3;0.4;0.45;0.5;0.6,1,13002
1220,195,小山猪,小山猪生活在寒冷的气候中,43,601473;10|601473;20|601473;30|601473;40|601473;50|601473;60|601473;70|601473;80,601473;10|601473;20|601473;30|601473;30|601473;30|601473;50|601473;50|601473;50|601473;70|601473;70|601473;70|601473;90|601473;90|601473;90,2132002;1|4076503;3|3136505;20,50,50,40,30,30,50,250,13,7,2,4,50,10,5,12151;100|12124;30,,,1221,1;50000,,,,,,,1220,13|7|9,9,,1220,240,,,0;0.05;0.10;0.2;0.25;0.3;0.4;0.45;0.5;0.6,1,13001
1221,196,长毛猪,长毛猪有又长又厚的体毛、红色的鼻子和两个象牙，眼睛被体毛所覆盖,43,601473;10|601473;20|601473;30|601473;40|601473;50|601473;60|601473;70|601473;80,601473;10|601473;20|601473;30|601473;30|601473;30|601473;50|601473;50|601473;50|601473;70|601473;70|601473;70|601473;90|601473;90|601473;90,2132003;1|4076504;3|3136506;20,100,100,80,60,60,50,450,13,7,3,4,70,26,10,12151;300|12152;85|12124;260|12107;50,1220,,1473,1;1500000,,,,,,,1221,13|7|9,9,,1221,600,601221;60,900000,0;0.05;0.10;0.2;0.25;0.3;0.4;0.45;0.5;0.6,1,13002
1227,197,盔甲鸟,脱落的羽毛又轻又锋利，因此似乎也有过被当作刀使用。,32,601227;10|601227;20|601227;30|601227;40|601227;50|601227;60|601227;70|601227;80,601227;10|601227;20|601227;30|601227;30|601227;30|601227;50|601227;50|601227;50|601227;70|601227;70|601227;70|601227;90|601227;90|601227;90,1173503;1|4126504;3|3176506;20,65,80,140,40,70,70,465,17,12,3,2,50,,,,,,,,,,,,,,1227,17|12|9,9,,1227,600,601227;40,600000,0;0.05;0.10;0.2;0.25;0.3;0.4;0.45;0.5;0.6,1,13006
