自增长id,任务类型(1是每日任务，每日刷新;2是成就任务，只能完成一次 3.引导任务 4.关卡奖励),是否为初始任务(1为初始任务),后置任务(;分割),任务名#加颜色｛0｝读取任务数量列（LimitedNum）,任务描述(文字描述，包含了任务要求文本)#加颜色，｛0｝读取任务数量列（LimitedNum）,"任务要求类别（1.精灵升级次数（1,3) 2. 挑战BOSS次数(1, 3.扭蛋次数(1,2,3) 4.特殊副本通过次数(1,2,3) 5.竞技场胜利次数(1,2,3) 6.战斗力累计(2) 7.获得不同的精灵(2) 8.抓宠中心参加次数(1,3) 9. 爬塔层数(2) 10.通过关卡(2,3) 11.任意精灵到达的星数 12.任意携带品到达的等级数(2) 13.任意1个徽章到达等级数(2) 14.公会捐献次数(1,2) 15.个体值洗练次数(1,3) 16.个体值平均值数(2) 17.地底挑战胜利次数(1,3) 18.获得的角色数(2) 101.进化累计次数(3) 102.1个精灵努力值总数(2) 103.任意1个亲密度等级数(2) 104.任意1个精灵穿戴技能数(3) 105.性格洗练次数(3) 106.阵型升级次数(3) 107.任意精灵穿戴携带品数(3) 108.精灵上阵数(3) 109.使用快速战斗累计次数(3) 110.商店刷新累计次数(1,3) 111.放生精灵个数(1,3) 112.累计签到次数（1,3) 113.加入公会次数（创建或加别人公会都算）(3) 114.使用道具升级亲密度等级（3） 115.使用道具增加努力值点数（3） 116.携带品升级次数（3） 117.技能学习次数(3) 118.切磋或掠夺次数（3） 119.申请添加好友次数（3）120.玩家等级数到达X  130.参加战斗地铁次数大X次 131.战斗地铁等级达到X级 132.捕获小精灵 133.孵蛋 134.称号 135.天赋 136.跟随 137.碎片兑换 138.通过关卡（关卡奖励）",任务要求数量或通过关卡ID(任务要求完成的数量或通过关卡ID),获得活跃度,是否重新记录（填1时，之前做任务的数最多到填1的数据，之后重新记录）,任务奖励1,任务奖励2,任务奖励3,"跳转界面编号(1:挂机界面,2:精灵界面,3:扭蛋,4:竞技场,5:特殊副本,6:通天塔,7:商店,8:狩猎区,9:主城,10:背包,11:公会,12,角色购买界面,13:活动,14:神兽商店,15:充值,16:任务,17:玩家信息,18:vip，22:地图选择，71：战斗地铁)",引导起始id,可见等级（小于此等级，当前任务不可见）,,,,,,,,,,,
8539,2,,8540,扭蛋狂人,累计进行{0}次扭蛋,3,3600,,,6;82,,,3,,,,,,,,,,,,,
8540,2,,8541,扭蛋狂人,累计进行{0}次扭蛋,3,3800,,,6;84,,,3,,,,,,,,,,,,,
8541,2,,8542,扭蛋狂人,累计进行{0}次扭蛋,3,4000,,,6;87,,,3,,,,,,,,,,,,,
8542,2,,8543,扭蛋狂人,累计进行{0}次扭蛋,3,4200,,,6;89,,,3,,,,,,,,,,,,,
8543,2,,8544,扭蛋狂人,累计进行{0}次扭蛋,3,4400,,,6;91,,,3,,,,,,,,,,,,,
8544,2,,8545,扭蛋狂人,累计进行{0}次扭蛋,3,4600,,,6;93,,,3,,,,,,,,,,,,,
8545,2,,8546,扭蛋狂人,累计进行{0}次扭蛋,3,4800,,,6;95,,,3,,,,,,,,,,,,,
8546,2,,8547,扭蛋狂人,累计进行{0}次扭蛋,3,5000,,,6;97,,,3,,,,,,,,,,,,,
8547,2,,8548,扭蛋狂人,累计进行{0}次扭蛋,3,5200,,,6;99,,,3,,,,,,,,,,,,,
8548,2,,8549,扭蛋狂人,累计进行{0}次扭蛋,3,5400,,,6;101,,,3,,,,,,,,,,,,,
8549,2,,8550,扭蛋狂人,累计进行{0}次扭蛋,3,5600,,,6;103,,,3,,,,,,,,,,,,,
8550,2,,8551,扭蛋狂人,累计进行{0}次扭蛋,3,5800,,,6;105,,,3,,,,,,,,,,,,,
8551,2,,8552,扭蛋狂人,累计进行{0}次扭蛋,3,6000,,,6;108,,,3,,,,,,,,,,,,,
8552,2,,8553,扭蛋狂人,累计进行{0}次扭蛋,3,6200,,,6;110,,,3,,,,,,,,,,,,,
8553,2,,8554,扭蛋狂人,累计进行{0}次扭蛋,3,6400,,,6;112,,,3,,,,,,,,,,,,,
8554,2,,8555,扭蛋狂人,累计进行{0}次扭蛋,3,6600,,,6;114,,,3,,,,,,,,,,,,,
8555,2,,8556,扭蛋狂人,累计进行{0}次扭蛋,3,6800,,,6;116,,,3,,,,,,,,,,,,,
8556,2,,8557,扭蛋狂人,累计进行{0}次扭蛋,3,7000,,,6;118,,,3,,,,,,,,,,,,,
8557,2,,8558,扭蛋狂人,累计进行{0}次扭蛋,3,7200,,,6;120,,,3,,,,,,,,,,,,,
8558,2,,8559,扭蛋狂人,累计进行{0}次扭蛋,3,7400,,,6;122,,,3,,,,,,,,,,,,,
8559,2,,8560,扭蛋狂人,累计进行{0}次扭蛋,3,7600,,,6;124,,,3,,,,,,,,,,,,,
8560,2,,8561,扭蛋狂人,累计进行{0}次扭蛋,3,7800,,,6;126,,,3,,,,,,,,,,,,,
8561,2,,8562,扭蛋狂人,累计进行{0}次扭蛋,3,8000,,,6;129,,,3,,,,,,,,,,,,,
8562,2,,8563,扭蛋狂人,累计进行{0}次扭蛋,3,8200,,,6;131,,,3,,,,,,,,,,,,,
8563,2,,8564,扭蛋狂人,累计进行{0}次扭蛋,3,8400,,,6;133,,,3,,,,,,,,,,,,,
8564,2,,8565,扭蛋狂人,累计进行{0}次扭蛋,3,8600,,,6;135,,,3,,,,,,,,,,,,,
8565,2,,8566,扭蛋狂人,累计进行{0}次扭蛋,3,8800,,,6;137,,,3,,,,,,,,,,,,,
8566,2,,8567,扭蛋狂人,累计进行{0}次扭蛋,3,9000,,,6;139,,,3,,,,,,,,,,,,,
8567,2,,8568,扭蛋狂人,累计进行{0}次扭蛋,3,9200,,,6;141,,,3,,,,,,,,,,,,,
8568,2,,8569,扭蛋狂人,累计进行{0}次扭蛋,3,9400,,,6;143,,,3,,,,,,,,,,,,,
8569,2,,8570,扭蛋狂人,累计进行{0}次扭蛋,3,9600,,,6;145,,,3,,,,,,,,,,,,,
8570,2,,8571,扭蛋狂人,累计进行{0}次扭蛋,3,9800,,,6;147,,,3,,,,,,,,,,,,,
8571,2,,8572,扭蛋狂人,累计进行{0}次扭蛋,3,10000,,,6;150,,,3,,,,,,,,,,,,,
8572,2,,8573,扭蛋狂人,累计进行{0}次扭蛋,3,10200,,,6;152,,,3,,,,,,,,,,,,,
8573,2,,8574,扭蛋狂人,累计进行{0}次扭蛋,3,10400,,,6;154,,,3,,,,,,,,,,,,,
8574,2,,8575,扭蛋狂人,累计进行{0}次扭蛋,3,10600,,,6;156,,,3,,,,,,,,,,,,,
8575,2,,8576,扭蛋狂人,累计进行{0}次扭蛋,3,10800,,,6;158,,,3,,,,,,,,,,,,,
8576,2,,8577,扭蛋狂人,累计进行{0}次扭蛋,3,11000,,,6;160,,,3,,,,,,,,,,,,,
8577,2,,8578,扭蛋狂人,累计进行{0}次扭蛋,3,11200,,,6;162,,,3,,,,,,,,,,,,,
8578,2,,8579,扭蛋狂人,累计进行{0}次扭蛋,3,11400,,,6;164,,,3,,,,,,,,,,,,,
8579,2,,8580,扭蛋狂人,累计进行{0}次扭蛋,3,11600,,,6;166,,,3,,,,,,,,,,,,,
8580,2,,8581,扭蛋狂人,累计进行{0}次扭蛋,3,11800,,,6;168,,,3,,,,,,,,,,,,,
8581,2,,,扭蛋狂人,累计进行{0}次扭蛋,3,12000,,,6;171,,,3,,,,,,,,,,,,,
9001,2,1,9002,极品携带品,任意1个携带品到达+{0}级,12,1,,,10012;1,,,2,,,,,,,,,,,,,
9002,2,,9003,极品携带品,任意1个携带品到达+{0}级,12,2,,,10012;2,,,2,,,,,,,,,,,,,
9003,2,,9004,极品携带品,任意1个携带品到达+{0}级,12,3,,,10012;3,,,2,,,,,,,,,,,,,
9004,2,,9005,极品携带品,任意1个携带品到达+{0}级,12,4,,,10012;3,,,2,,,,,,,,,,,,,
9005,2,,9006,极品携带品,任意1个携带品到达+{0}级,12,5,,,10012;4,,,2,,,,,,,,,,,,,
9006,2,,9007,极品携带品,任意1个携带品到达+{0}级,12,6,,,10012;5,,,2,,,,,,,,,,,,,
9007,2,,9008,极品携带品,任意1个携带品到达+{0}级,12,7,,,10012;7,,,2,,,,,,,,,,,,,
9008,2,,9009,极品携带品,任意1个携带品到达+{0}级,12,8,,,10012;9,,,2,,,,,,,,,,,,,
9009,2,,,极品携带品,任意1个携带品到达+{0}级,12,9,,,10012;11,,,2,,,,,,,,,,,,,
9501,2,1,9502,强大徽章,任意1个徽章到达{0}级,13,1,,,1;35000,,,17,,,,,,,,,,,,,
9502,2,,9503,强大徽章,任意1个徽章到达{0}级,13,2,,,1;70000,,,17,,,,,,,,,,,,,
9503,2,,9504,强大徽章,任意1个徽章到达{0}级,13,3,,,1;105000,,,17,,,,,,,,,,,,,
9504,2,,9505,强大徽章,任意1个徽章到达{0}级,13,4,,,1;140000,,,17,,,,,,,,,,,,,
9505,2,,9506,强大徽章,任意1个徽章到达{0}级,13,5,,,1;175000,,,17,,,,,,,,,,,,,
9506,2,,9507,强大徽章,任意1个徽章到达{0}级,13,6,,,1;210000,,,17,,,,,,,,,,,,,
9507,2,,9508,强大徽章,任意1个徽章到达{0}级,13,7,,,1;245000,,,17,,,,,,,,,,,,,
9508,2,,9509,强大徽章,任意1个徽章到达{0}级,13,8,,,1;280000,,,17,,,,,,,,,,,,,
9509,2,,9510,强大徽章,任意1个徽章到达{0}级,13,9,,,1;315000,,,17,,,,,,,,,,,,,
9510,2,,9511,强大徽章,任意1个徽章到达{0}级,13,10,,,1;350000,,,17,,,,,,,,,,,,,
9511,2,,9512,强大徽章,任意1个徽章到达{0}级,13,11,,,1;385000,,,17,,,,,,,,,,,,,
9512,2,,,强大徽章,任意1个徽章到达{0}级,13,12,,,1;420000,,,17,,,,,,,,,,,,,
10001,2,1,10002,角色收集,获得{0}个角色,18,1,,,6;7,,,12,,,,,,,,,,,,,
10002,2,,10003,角色收集,获得{0}个角色,18,2,,,6;14,,,12,,,,,,,,,,,,,
10003,2,,10004,角色收集,获得{0}个角色,18,3,,,6;28,,,12,,,,,,,,,,,,,
10004,2,,10005,角色收集,获得{0}个角色,18,4,,,6;42,,,12,,,,,,,,,,,,,
10005,2,,10006,角色收集,获得{0}个角色,18,5,,,6;63,,,12,,,,,,,,,,,,,
10006,2,,10007,角色收集,获得{0}个角色,18,6,,,6;84,,,12,,,,,,,,,,,,,
10007,2,,10008,角色收集,获得{0}个角色,18,7,,,6;98,,,12,,,,,,,,,,,,,
10008,2,,10009,角色收集,获得{0}个角色,18,8,,,6;112,,,12,,,,,,,,,,,,,
10009,2,,10010,角色收集,获得{0}个角色,18,9,,,6;126,,,12,,,,,,,,,,,,,
10010,2,,10011,角色收集,获得{0}个角色,18,10,,,6;140,,,12,,,,,,,,,,,,,
10011,2,,10012,角色收集,获得{0}个角色,18,11,,,6;154,,,12,,,,,,,,,,,,,
10012,2,,10013,角色收集,获得{0}个角色,18,12,,,6;168,,,12,,,,,,,,,,,,,
10013,2,,10014,角色收集,获得{0}个角色,18,13,,,6;182,,,12,,,,,,,,,,,,,
10014,2,,10015,角色收集,获得{0}个角色,18,14,,,6;196,,,12,,,,,,,,,,,,,
10015,2,,10016,角色收集,获得{0}个角色,18,15,,,6;210,,,12,,,,,,,,,,,,,
10016,2,,10017,角色收集,获得{0}个角色,18,16,,,6;224,,,12,,,,,,,,,,,,,
10017,2,,10018,角色收集,获得{0}个角色,18,17,,,6;238,,,12,,,,,,,,,,,,,
10018,2,,,角色收集,获得{0}个角色,18,18,,,6;252,,,12,,,,,,,,,,,,,
10501,2,1,10502,大公无私,公会捐献达到{0}次,14,50,,,3;7000,,,11,,,,,,,,,,,,,
10502,2,,10503,大公无私,公会捐献达到{0}次,14,100,,,3;14000,,,11,,,,,,,,,,,,,
10503,2,,10504,大公无私,公会捐献达到{0}次,14,150,,,3;21000,,,11,,,,,,,,,,,,,
10504,2,,10505,大公无私,公会捐献达到{0}次,14,200,,,3;28000,,,11,,,,,,,,,,,,,
10505,2,,10506,大公无私,公会捐献达到{0}次,14,250,,,3;35000,,,11,,,,,,,,,,,,,
10506,2,,10507,大公无私,公会捐献达到{0}次,14,300,,,3;42000,,,11,,,,,,,,,,,,,
10507,2,,10508,大公无私,公会捐献达到{0}次,14,400,,,3;49000,,,11,,,,,,,,,,,,,
10508,2,,10509,大公无私,公会捐献达到{0}次,14,500,,,3;56000,,,11,,,,,,,,,,,,,
10509,2,,10510,大公无私,公会捐献达到{0}次,14,600,,,3;63000,,,11,,,,,,,,,,,,,
10510,2,,10511,大公无私,公会捐献达到{0}次,14,700,,,3;70000,,,11,,,,,,,,,,,,,
10511,2,,10512,大公无私,公会捐献达到{0}次,14,800,,,3;77000,,,11,,,,,,,,,,,,,
10512,2,,10513,大公无私,公会捐献达到{0}次,14,900,,,3;84000,,,11,,,,,,,,,,,,,
10513,2,,10514,大公无私,公会捐献达到{0}次,14,1000,,,3;91000,,,11,,,,,,,,,,,,,
10514,2,,10515,大公无私,公会捐献达到{0}次,14,1100,,,3;98000,,,11,,,,,,,,,,,,,
10515,2,,10516,大公无私,公会捐献达到{0}次,14,1200,,,3;105000,,,11,,,,,,,,,,,,,
10516,2,,10517,大公无私,公会捐献达到{0}次,14,1300,,,3;112000,,,11,,,,,,,,,,,,,
10517,2,,10518,大公无私,公会捐献达到{0}次,14,1400,,,3;119000,,,11,,,,,,,,,,,,,
10518,2,,10519,大公无私,公会捐献达到{0}次,14,1500,,,3;126000,,,11,,,,,,,,,,,,,
10519,2,,10520,大公无私,公会捐献达到{0}次,14,1600,,,3;133000,,,11,,,,,,,,,,,,,
10520,2,,10521,大公无私,公会捐献达到{0}次,14,1700,,,3;140000,,,11,,,,,,,,,,,,,
10521,2,,10522,大公无私,公会捐献达到{0}次,14,1800,,,3;147000,,,11,,,,,,,,,,,,,
10522,2,,10523,大公无私,公会捐献达到{0}次,14,1900,,,3;154000,,,11,,,,,,,,,,,,,
10523,2,,10524,大公无私,公会捐献达到{0}次,14,2000,,,3;161000,,,11,,,,,,,,,,,,,
10524,2,,10525,大公无私,公会捐献达到{0}次,14,2200,,,3;168000,,,11,,,,,,,,,,,,,
10525,2,,10526,大公无私,公会捐献达到{0}次,14,2400,,,3;175000,,,11,,,,,,,,,,,,,
10526,2,,10527,大公无私,公会捐献达到{0}次,14,2600,,,3;182000,,,11,,,,,,,,,,,,,
10527,2,,10528,大公无私,公会捐献达到{0}次,14,2800,,,3;189000,,,11,,,,,,,,,,,,,
10528,2,,10529,大公无私,公会捐献达到{0}次,14,3000,,,3;196000,,,11,,,,,,,,,,,,,
10529,2,,10530,大公无私,公会捐献达到{0}次,14,3200,,,3;203000,,,11,,,,,,,,,,,,,
10530,2,,10531,大公无私,公会捐献达到{0}次,14,3400,,,3;210000,,,11,,,,,,,,,,,,,
10531,2,,10532,大公无私,公会捐献达到{0}次,14,3600,,,3;217000,,,11,,,,,,,,,,,,,
10532,2,,10533,大公无私,公会捐献达到{0}次,14,3800,,,3;224000,,,11,,,,,,,,,,,,,
10533,2,,10534,大公无私,公会捐献达到{0}次,14,4000,,,3;231000,,,11,,,,,,,,,,,,,
10534,2,,10535,大公无私,公会捐献达到{0}次,14,4200,,,3;238000,,,11,,,,,,,,,,,,,
10535,2,,10536,大公无私,公会捐献达到{0}次,14,4400,,,3;245000,,,11,,,,,,,,,,,,,
10536,2,,10537,大公无私,公会捐献达到{0}次,14,4600,,,3;252000,,,11,,,,,,,,,,,,,
10537,2,,10538,大公无私,公会捐献达到{0}次,14,4800,,,3;259000,,,11,,,,,,,,,,,,,
10538,2,,10539,大公无私,公会捐献达到{0}次,14,5000,,,3;266000,,,11,,,,,,,,,,,,,
10539,2,,10540,大公无私,公会捐献达到{0}次,14,5500,,,3;273000,,,11,,,,,,,,,,,,,
10540,2,,10541,大公无私,公会捐献达到{0}次,14,6000,,,3;280000,,,11,,,,,,,,,,,,,
10541,2,,10542,大公无私,公会捐献达到{0}次,14,6500,,,3;287000,,,11,,,,,,,,,,,,,
10542,2,,10543,大公无私,公会捐献达到{0}次,14,7000,,,3;294000,,,11,,,,,,,,,,,,,
10543,2,,10544,大公无私,公会捐献达到{0}次,14,7500,,,3;301000,,,11,,,,,,,,,,,,,
10544,2,,10545,大公无私,公会捐献达到{0}次,14,8000,,,3;308000,,,11,,,,,,,,,,,,,
10545,2,,10546,大公无私,公会捐献达到{0}次,14,8500,,,3;315000,,,11,,,,,,,,,,,,,
10546,2,,10547,大公无私,公会捐献达到{0}次,14,9000,,,3;322000,,,11,,,,,,,,,,,,,
10547,2,,10548,大公无私,公会捐献达到{0}次,14,9500,,,3;329000,,,11,,,,,,,,,,,,,
10548,2,,10549,大公无私,公会捐献达到{0}次,14,10000,,,3;336000,,,11,,,,,,,,,,,,,
10549,2,,10550,大公无私,公会捐献达到{0}次,14,11000,,,3;343000,,,11,,,,,,,,,,,,,
10550,2,,10551,大公无私,公会捐献达到{0}次,14,12000,,,3;350000,,,11,,,,,,,,,,,,,
10551,2,,10552,大公无私,公会捐献达到{0}次,14,13000,,,3;357000,,,11,,,,,,,,,,,,,
10552,2,,10553,大公无私,公会捐献达到{0}次,14,14000,,,3;364000,,,11,,,,,,,,,,,,,
10553,2,,10554,大公无私,公会捐献达到{0}次,14,15000,,,3;371000,,,11,,,,,,,,,,,,,
10554,2,,10555,大公无私,公会捐献达到{0}次,14,16000,,,3;378000,,,11,,,,,,,,,,,,,
10555,2,,10556,大公无私,公会捐献达到{0}次,14,17000,,,3;385000,,,11,,,,,,,,,,,,,
10556,2,,10557,大公无私,公会捐献达到{0}次,14,18000,,,3;392000,,,11,,,,,,,,,,,,,
10557,2,,10558,大公无私,公会捐献达到{0}次,14,19000,,,3;399000,,,11,,,,,,,,,,,,,
10558,2,,10559,大公无私,公会捐献达到{0}次,14,20000,,,3;406000,,,11,,,,,,,,,,,,,
10559,2,,10560,大公无私,公会捐献达到{0}次,14,22000,,,3;413000,,,11,,,,,,,,,,,,,
10560,2,,10561,大公无私,公会捐献达到{0}次,14,24000,,,3;420000,,,11,,,,,,,,,,,,,
10561,2,,10562,大公无私,公会捐献达到{0}次,14,26000,,,3;427000,,,11,,,,,,,,,,,,,
10562,2,,10563,大公无私,公会捐献达到{0}次,14,28000,,,3;434000,,,11,,,,,,,,,,,,,
10563,2,,10564,大公无私,公会捐献达到{0}次,14,30000,,,3;441000,,,11,,,,,,,,,,,,,
10564,2,,10565,大公无私,公会捐献达到{0}次,14,32000,,,3;448000,,,11,,,,,,,,,,,,,
10565,2,,10566,大公无私,公会捐献达到{0}次,14,34000,,,3;455000,,,11,,,,,,,,,,,,,
10566,2,,10567,大公无私,公会捐献达到{0}次,14,36000,,,3;462000,,,11,,,,,,,,,,,,,
10567,2,,10568,大公无私,公会捐献达到{0}次,14,38000,,,3;469000,,,11,,,,,,,,,,,,,
10568,2,,10569,大公无私,公会捐献达到{0}次,14,40000,,,3;476000,,,11,,,,,,,,,,,,,
10569,2,,10570,大公无私,公会捐献达到{0}次,14,42000,,,3;483000,,,11,,,,,,,,,,,,,
10570,2,,10571,大公无私,公会捐献达到{0}次,14,44000,,,3;490000,,,11,,,,,,,,,,,,,
10571,2,,10572,大公无私,公会捐献达到{0}次,14,46000,,,3;497000,,,11,,,,,,,,,,,,,
10572,2,,10573,大公无私,公会捐献达到{0}次,14,48000,,,3;504000,,,11,,,,,,,,,,,,,
10573,2,,,大公无私,公会捐献达到{0}次,14,50000,,,3;511000,,,11,,,,,,,,,,,,,
11001,2,1,11002,精灵-个体,任意1个精灵个体值平均值达到{0},16,50,,,12201;1,,,2,,,,,,,,,,,,,
11002,2,,11003,精灵-个体,任意1个精灵个体值平均值达到{0},16,70,,,12201;1,,,2,,,,,,,,,,,,,
11003,2,,11004,精灵-个体,任意1个精灵个体值平均值达到{0},16,90,,,12201;2,,,2,,,,,,,,,,,,,
11004,2,,11005,精灵-个体,任意1个精灵个体值平均值达到{0},16,120,,,12201;3,,,2,,,,,,,,,,,,,
11005,2,,11006,精灵-个体,任意1个精灵个体值平均值达到{0},16,150,,,12201;3,,,2,,,,,,,,,,,,,
11006,2,,11007,精灵-个体,任意1个精灵个体值平均值达到{0},16,180,,,12201;4,,,2,,,,,,,,,,,,,
11007,2,,11008,精灵-个体,任意1个精灵个体值平均值达到{0},16,210,,,12201;5,,,2,,,,,,,,,,,,,
11008,2,,11009,精灵-个体,任意1个精灵个体值平均值达到{0},16,240,,,12201;5,,,2,,,,,,,,,,,,,
11009,2,,11010,精灵-个体,任意1个精灵个体值平均值达到{0},16,270,,,12201;6,,,2,,,,,,,,,,,,,
11010,2,,,精灵-个体,任意1个精灵个体值平均值达到{0},16,300,,,12201;7,,,2,,,,,,,,,,,,,
11501,2,1,11502,精灵-亲密,任意1个精灵亲密度达到{0}级,103,10,,,6;7,,,2,,,,,,,,,,,,,
11502,2,,11503,精灵-亲密,任意1个精灵亲密度达到{0}级,103,20,,,6;14,,,2,,,,,,,,,,,,,
11503,2,,11504,精灵-亲密,任意1个精灵亲密度达到{0}级,103,30,,,6;35,,,2,,,,,,,,,,,,,
11504,2,,11505,精灵-亲密,任意1个精灵亲密度达到{0}级,103,40,,,6;56,,,2,,,,,,,,,,,,,
11505,2,,11506,精灵-亲密,任意1个精灵亲密度达到{0}级,103,50,,,6;70,,,2,,,,,,,,,,,,,
11506,2,,11507,精灵-亲密,任意1个精灵亲密度达到{0}级,103,60,,,6;84,,,2,,,,,,,,,,,,,
11507,2,,11508,精灵-亲密,任意1个精灵亲密度达到{0}级,103,70,,,6;98,,,2,,,,,,,,,,,,,
11508,2,,11509,精灵-亲密,任意1个精灵亲密度达到{0}级,103,80,,,6;112,,,2,,,,,,,,,,,,,
11509,2,,11510,精灵-亲密,任意1个精灵亲密度达到{0}级,103,90,,,6;126,,,2,,,,,,,,,,,,,
11510,2,,,精灵-亲密,任意1个精灵亲密度达到{0}级,103,100,,,6;140,,,2,,,,,,,,,,,,,
12001,2,1,12002,精灵-努力,任意1个精灵努力值总数达到{0},102,100,,,6;7,,,2,,,,,,,,,,,,,
12002,2,,12003,精灵-努力,任意1个精灵努力值总数达到{0},102,200,,,6;14,,,2,,,,,,,,,,,,,
12003,2,,12004,精灵-努力,任意1个精灵努力值总数达到{0},102,400,,,6;35,,,2,,,,,,,,,,,,,
12004,2,,12005,精灵-努力,任意1个精灵努力值总数达到{0},102,600,,,6;56,,,2,,,,,,,,,,,,,
12005,2,,12006,精灵-努力,任意1个精灵努力值总数达到{0},102,900,,,6;70,,,2,,,,,,,,,,,,,
12006,2,,12007,精灵-努力,任意1个精灵努力值总数达到{0},102,1200,,,6;84,,,2,,,,,,,,,,,,,
12007,2,,12008,精灵-努力,任意1个精灵努力值总数达到{0},102,1600,,,6;98,,,2,,,,,,,,,,,,,
12008,2,,12009,精灵-努力,任意1个精灵努力值总数达到{0},102,2000,,,6;112,,,2,,,,,,,,,,,,,
12009,2,,12010,精灵-努力,任意1个精灵努力值总数达到{0},102,2500,,,6;126,,,2,,,,,,,,,,,,,
12010,2,,,精灵-努力,任意1个精灵努力值总数达到{0},102,3000,,,6;140,,,2,,,,,,,,,,,,,
13001,2,1,13002,地铁激战,战斗地铁次数达到{0}次,130,50,,,6;7,,,71,,,,,,,,,,,,,
13002,2,,13003,地铁激战,战斗地铁次数达到{0}次,130,200,,,6;14,,,71,,,,,,,,,,,,,
13003,2,,13004,地铁激战,战斗地铁次数达到{0}次,130,500,,,6;35,,,71,,,,,,,,,,,,,
13004,2,,13005,地铁激战,战斗地铁次数达到{0}次,130,1000,,,6;56,,,71,,,,,,,,,,,,,
13005,2,,13006,地铁激战,战斗地铁次数达到{0}次,130,5000,,,6;70,,,71,,,,,,,,,,,,,
13006,2,,13007,地铁激战,战斗地铁次数达到{0}次,130,7000,,,6;84,,,71,,,,,,,,,,,,,
13007,2,,13008,地铁激战,战斗地铁次数达到{0}次,130,9000,,,6;98,,,71,,,,,,,,,,,,,
13008,2,,13009,地铁激战,战斗地铁次数达到{0}次,130,12000,,,6;112,,,71,,,,,,,,,,,,,
13009,2,,13010,地铁激战,战斗地铁次数达到{0}次,130,15000,,,6;126,,,71,,,,,,,,,,,,,
13010,2,,,地铁激战,战斗地铁次数达到{0}次,130,30000,,,6;140,,,71,,,,,,,,,,,,,
13501,2,1,13002,改造地铁,战斗地铁等级达到{0}级,131,2,,,6;7,,,71,,,,,,,,,,,,,
13502,2,,13003,改造地铁,战斗地铁等级达到{0}级,131,3,,,6;14,,,71,,,,,,,,,,,,,
13503,2,,13004,改造地铁,战斗地铁等级达到{0}级,131,4,,,6;35,,,71,,,,,,,,,,,,,
13504,2,,13005,改造地铁,战斗地铁等级达到{0}级,131,5,,,6;56,,,71,,,,,,,,,,,,,
13505,2,,13006,改造地铁,战斗地铁等级达到{0}级,131,6,,,6;70,,,71,,,,,,,,,,,,,
13506,2,,13007,改造地铁,战斗地铁等级达到{0}级,131,7,,,6;84,,,71,,,,,,,,,,,,,
13507,2,,13008,改造地铁,战斗地铁等级达到{0}级,131,8,,,6;98,,,71,,,,,,,,,,,,,
13508,2,,13009,改造地铁,战斗地铁等级达到{0}级,131,9,,,6;112,,,71,,,,,,,,,,,,,
13509,2,,13010,改造地铁,战斗地铁等级达到{0}级,131,10,,,6;126,,,71,,,,,,,,,,,,,
13510,2,,,改造地铁,战斗地铁等级达到{0}级,131,11,,,6;140,,,71,,,,,,,,,,,,,
14001,4,1,14002,突破关卡,通过第{0}关,138,25,,,13011;10,,,1,1,,,,,,,,,,,,
14002,4,,14003,突破关卡,通过第{0}关,138,50,,,10003;5,,,1,1,,,,,,,,,,,,
14003,4,,14004,突破关卡,通过第{0}关,138,75,,,10013;5,,,1,1,,,,,,,,,,,,
14004,4,,14005,突破关卡,通过第{0}关,138,100,,,601089;120,,,1,1,,,,,,,,,,,,
14005,4,,14006,突破关卡,通过第{0}关,138,125,,,13004;10,,,1,1,,,,,,,,,,,,
14006,4,,14007,突破关卡,通过第{0}关,138,150,,,10089;30,,,1,1,,,,,,,,,,,,
14007,4,,14008,突破关卡,通过第{0}关,138,175,,,10003;10,,,1,1,,,,,,,,,,,,
14008,4,,14009,突破关卡,通过第{0}关,138,200,,,10087;20,,,1,1,,,,,,,,,,,,
14009,4,,14010,突破关卡,通过第{0}关,138,225,,,13011;20,,,1,1,,,,,,,,,,,,
14010,4,,14011,突破关卡,通过第{0}关,138,250,,,10183;2,,,1,1,,,,,,,,,,,,
14011,4,,14012,突破关卡,通过第{0}关,138,275,,,10101;15,,,1,1,,,,,,,,,,,,
14012,4,,14013,突破关卡,通过第{0}关,138,300,,,12111;100,,,1,1,,,,,,,,,,,,
14013,4,,14014,突破关卡,通过第{0}关,138,325,,,10145;10,,,1,1,,,,,,,,,,,,
14014,4,,14015,突破关卡,通过第{0}关,138,350,,,601065;120,,,1,1,,,,,,,,,,,,
14015,4,,14016,突破关卡,通过第{0}关,138,375,,,10114;10,,,1,1,,,,,,,,,,,,
14016,4,,14017,突破关卡,通过第{0}关,138,400,,,10087;25,,,1,1,,,,,,,,,,,,
14017,4,,14018,突破关卡,通过第{0}关,138,425,,,10145;15,,,1,1,,,,,,,,,,,,
14018,4,,14019,突破关卡,通过第{0}关,138,450,,,10309;20,,,1,1,,,,,,,,,,,,
14019,4,,14020,突破关卡,通过第{0}关,138,475,,,10114;15,,,1,1,,,,,,,,,,,,
14020,4,,14021,突破关卡,通过第{0}关,138,500,,,13003;1,,,1,1,,,,,,,,,,,,
14021,4,,14022,突破关卡,通过第{0}关,138,525,,,10089;45,,,1,1,,,,,,,,,,,,
14022,4,,14023,突破关卡,通过第{0}关,138,550,,,10309;30,,,1,1,,,,,,,,,,,,
14023,4,,14024,突破关卡,通过第{0}关,138,575,,,12111;100,,,1,1,,,,,,,,,,,,
