副本ID,关卡名,关卡背景资源,战斗波数,过关金币（每一关胜利的获得）,过关宝可梦经验（每一关胜利的获得）,过关主角经验（每一关胜利的获得）,"关卡可能掉落的道具，格式为 掉率,道具ID,数量|其它…",挂机获得金币，单位每分钟,挂机获得宠物经验，单位每分钟,挂机人物经验（单位：分钟）不用收取，自动获得，经验到达等级后自动升级，在线离线都增加,挂机金币上限,挂机经验上限,阵型,BOSS（1为boss，不填或0为普通）,自动战力
1936,,15,4,48600,222180,3000,"100,700405,1|100,12001,3|100,12002,3|100,10702,1",12160,6154,847,17510400,8861760,29,0,16530000
1937,,15,4,48600,222190,3000,"100,700406,1|100,12001,3|100,12002,3|100,10702,1",12166,6155,847,17519040,8863200,129,0,16550625
1938,,15,4,48600,222200,3000,"100,700407,1|100,12001,3|100,12002,3|100,10702,1",12172,6155,847,17527680,8863200,229,0,16571250
1939,,15,4,48600,222210,3000,"100,700408,1|100,12001,3|100,12002,3|100,10702,1",12178,6155,847,17536320,8863200,329,0,16591875
1940,,15,4,48600,222220,3000,"100,19002,6|100,12152,1|100,12231,1|100,12236,1|100,12246,1",12184,6155,847,17544960,8863200,429,1,16612500
1941,,15,4,48600,222230,3000,"100,700105,1|100,12001,3|100,12002,3|100,10702,1",12190,6156,848,17553600,8864640,29,0,16633125
1942,,15,4,48600,222240,3000,"100,700106,1|100,12001,3|100,12002,3|100,10702,1",12196,6156,848,17562240,8864640,129,0,16653750
1943,,15,4,48600,222250,3000,"100,700107,1|100,12001,3|100,12002,3|100,10702,1",12202,6156,848,17570880,8864640,229,0,16674375
1944,,15,4,48600,222260,3000,"100,700108,1|100,12001,3|100,12002,3|100,10702,1",12208,6157,848,17579520,8866080,329,0,16695000
1945,,15,4,48600,222270,3000,"100,12003,2|100,12152,1|100,12221,1|100,12226,1|100,12241,1",12214,6157,848,17588160,8866080,429,1,16715625
1946,,15,4,48600,222280,3000,"100,700205,1|100,12001,3|100,12002,3|100,10702,1",12220,6157,848,17596800,8866080,29,0,16736250
1947,,15,4,48600,222290,3000,"100,700206,1|100,12001,3|100,12002,3|100,10702,1",12226,6157,848,17605440,8866080,129,0,16756875
1948,,15,4,48600,222300,3000,"100,700207,1|100,12001,3|100,12002,3|100,10702,1",12232,6158,848,17614080,8867520,229,0,16777500
1949,,15,4,48600,222310,3000,"100,700208,1|100,12001,3|100,12002,3|100,10702,1",12238,6158,848,17622720,8867520,329,0,16798125
1950,,15,4,48600,222320,3000,"100,12004,2|100,12152,1|100,12231,1|100,12236,1|100,12246,1",12244,6158,848,17631360,8867520,429,1,16818750
1951,,15,4,48600,222330,3000,"100,700305,1|100,12001,3|100,12002,3|100,10702,1",12250,6158,848,17640000,8867520,29,0,16839375
1952,,15,4,48600,222340,3000,"100,700306,1|100,12001,3|100,12002,3|100,10702,1",12256,6159,848,17648640,8868960,129,0,16860000
1953,,15,4,48600,222350,3000,"100,700307,1|100,12001,3|100,12002,3|100,10702,1",12262,6159,848,17657280,8868960,229,0,16880625
1954,,15,4,48600,222360,3000,"100,700308,1|100,12001,3|100,12002,3|100,10702,1",12268,6159,848,17665920,8868960,329,0,16901250
1955,,15,4,48600,222370,3000,"100,12005,2|100,12152,1|100,12221,1|100,12226,1|100,12241,1",12274,6160,848,17674560,8870400,429,1,16921875
1956,,16,4,48600,222380,3000,"100,700405,1|100,12001,3|100,12002,3|100,10702,1",12280,6160,848,17683200,8870400,29,0,16942500
1957,,16,4,48600,222390,3000,"100,700406,1|100,12001,3|100,12002,3|100,10702,1",12286,6160,848,17691840,8870400,129,0,16963125
1958,,16,4,48600,222400,3000,"100,700407,1|100,12001,3|100,12002,3|100,10702,1",12292,6160,848,17700480,8870400,229,0,16983750
1959,,16,4,48600,222410,3000,"100,700408,1|100,12001,3|100,12002,3|100,10702,1",12298,6161,848,17709120,8871840,329,0,17004375
1960,,16,4,48600,222420,3000,"100,19002,6|100,12152,1|100,12231,1|100,12236,1|100,12246,1",12304,6161,848,17717760,8871840,429,1,17025000
1961,,16,4,48600,222430,3000,"100,700105,1|100,12001,3|100,12002,3|100,10702,1",12310,6161,849,17726400,8871840,29,0,17045625
1962,,16,4,48600,222440,3000,"100,700106,1|100,12001,3|100,12002,3|100,10702,1",12316,6161,849,17735040,8871840,129,0,17066250
1963,,16,4,48600,222450,3000,"100,700107,1|100,12001,3|100,12002,3|100,10702,1",12322,6162,849,17743680,8873280,229,0,17086875
1964,,16,4,48600,222460,3000,"100,700108,1|100,12001,3|100,12002,3|100,10702,1",12328,6162,849,17752320,8873280,329,0,17107500
1965,,16,4,48600,222470,3000,"100,12003,2|100,12152,1|100,12221,1|100,12226,1|100,12241,1",12334,6162,849,17760960,8873280,429,1,17128125
1966,,16,4,48600,222480,3000,"100,700205,1|100,12001,3|100,12002,3|100,10702,1",12340,6162,849,17769600,8873280,29,0,17148750
1967,,16,4,48600,222490,3000,"100,700206,1|100,12001,3|100,12002,3|100,10702,1",12346,6163,849,17778240,8874720,129,0,17169375
1968,,16,4,48600,222500,3000,"100,700207,1|100,12001,3|100,12002,3|100,10702,1",12352,6163,849,17786880,8874720,229,0,17190000
1969,,16,4,48600,222510,3000,"100,700208,1|100,12001,3|100,12002,3|100,10702,1",12358,6163,849,17795520,8874720,329,0,17210625
1970,,16,4,48600,222520,3000,"100,12004,2|100,12152,1|100,12231,1|100,12236,1|100,12246,1",12364,6164,849,17804160,8876160,429,1,17231250
1971,,16,4,48600,222530,3000,"100,700305,1|100,12001,3|100,12002,3|100,10702,1",12370,6164,849,17812800,8876160,29,0,17251875
1972,,16,4,48600,222540,3000,"100,700306,1|100,12001,3|100,12002,3|100,10702,1",12376,6164,849,17821440,8876160,129,0,17272500
1973,,16,4,48600,222550,3000,"100,700307,1|100,12001,3|100,12002,3|100,10702,1",12382,6164,849,17830080,8876160,229,0,17293125
1974,,16,4,48600,222560,3000,"100,700308,1|100,12001,3|100,12002,3|100,10702,1",12388,6165,849,17838720,8877600,329,0,17313750
1975,,16,4,48600,222570,3000,"100,12005,2|100,12152,1|100,12221,1|100,12226,1|100,12241,1",12394,6165,849,17847360,8877600,429,1,17334375
1976,,17,4,48600,222580,3000,"100,700405,1|100,12001,3|100,12002,3|100,10702,1",12400,6165,849,17856000,8877600,29,0,17355000
1977,,17,4,48600,222590,3000,"100,700406,1|100,12001,3|100,12002,3|100,10702,1",12406,6165,849,17864640,8877600,129,0,17375625
1978,,17,4,48600,222600,3000,"100,700407,1|100,12001,3|100,12002,3|100,10702,1",12412,6166,849,17873280,8879040,229,0,17396250
1979,,17,4,48600,222610,3000,"100,700408,1|100,12001,3|100,12002,3|100,10702,1",12418,6166,849,17881920,8879040,329,0,17416875
1980,,17,4,48600,222620,3000,"100,19002,6|100,12152,1|100,12231,1|100,12236,1|100,12246,1",12424,6166,849,17890560,8879040,429,1,17437500
1981,,17,4,48600,222630,3000,"100,700105,1|100,12001,3|100,12002,3|100,10702,1",12430,6167,850,17899200,8880480,29,0,17458125
1982,,17,4,48600,222640,3000,"100,700106,1|100,12001,3|100,12002,3|100,10702,1",12436,6167,850,17907840,8880480,129,0,17478750
1983,,17,4,48600,222650,3000,"100,700107,1|100,12001,3|100,12002,3|100,10702,1",12442,6167,850,17916480,8880480,229,0,17499375
1984,,17,4,48600,222660,3000,"100,700108,1|100,12001,3|100,12002,3|100,10702,1",12448,6167,850,17925120,8880480,329,0,17520000
1985,,17,4,48600,222670,3000,"100,12003,2|100,12152,1|100,12221,1|100,12226,1|100,12241,1",12454,6168,850,17933760,8881920,429,1,17540625
1986,,17,4,48600,222680,3000,"100,700205,1|100,12001,3|100,12002,3|100,10702,1",12460,6168,850,17942400,8881920,29,0,17561250
1987,,17,4,48600,222690,3000,"100,700206,1|100,12001,3|100,12002,3|100,10702,1",12466,6168,850,17951040,8881920,129,0,17581875
1988,,17,4,48600,222700,3000,"100,700207,1|100,12001,3|100,12002,3|100,10702,1",12472,6168,850,17959680,8881920,229,0,17602500
1989,,17,4,48600,222710,3000,"100,700208,1|100,12001,3|100,12002,3|100,10702,1",12478,6169,850,17968320,8883360,329,0,17623125
1990,,17,4,48600,222720,3000,"100,12004,2|100,12152,1|100,12231,1|100,12236,1|100,12246,1",12484,6169,850,17976960,8883360,429,1,17643750
1991,,17,4,48600,222730,3000,"100,700305,1|100,12001,3|100,12002,3|100,10702,1",12490,6169,850,17985600,8883360,29,0,17664375
1992,,17,4,48600,222740,3000,"100,700306,1|100,12001,3|100,12002,3|100,10702,1",12496,6170,850,17994240,8884800,129,0,17685000
1993,,17,4,48600,222750,3000,"100,700307,1|100,12001,3|100,12002,3|100,10702,1",12502,6170,850,18002880,8884800,229,0,17705625
1994,,17,4,48600,222760,3000,"100,700308,1|100,12001,3|100,12002,3|100,10702,1",12508,6170,850,18011520,8884800,329,0,17726250
1995,,17,4,48600,222770,3000,"100,12005,2|100,12152,1|100,12221,1|100,12226,1|100,12241,1",12514,6170,850,18020160,8884800,429,1,17746875
1996,,1,4,48600,222780,3000,"100,700405,1|100,12001,3|100,12002,3|100,10702,1",12520,6171,850,18028800,8886240,29,0,17767500
1997,,1,4,48600,222790,3000,"100,700406,1|100,12001,3|100,12002,3|100,10702,1",12526,6171,850,18037440,8886240,129,0,17788125
1998,,1,4,48600,222800,3000,"100,700407,1|100,12001,3|100,12002,3|100,10702,1",12526,6171,850,18037440,8886240,229,0,17808750
1999,,1,4,48600,222810,3000,"100,700408,1|100,12001,3|100,12002,3|100,10702,1",12526,6171,850,18037440,8886240,329,0,17829375
2000,,1,4,48600,222820,3000,"100,19002,6|100,12152,1|100,12231,1|100,12236,1|100,12246,1",12526,6172,850,18037440,8887680,429,1,17850000
2001,,1,4,50400,222830,3000,"100,700105,1|100,12001,3|100,12002,4|100,10702,1",12526,6172,851,18037440,8887680,29,0,17872500
2002,,1,4,50400,222840,3000,"100,700106,1|100,12001,3|100,12002,4|100,10702,1",12526,6172,851,18037440,8887680,129,0,17895000
2003,,1,4,50400,222850,3000,"100,700107,1|100,12001,3|100,12002,4|100,10702,1",12526,6172,851,18037440,8887680,229,0,17917500
2004,,1,4,50400,222860,3000,"100,700108,1|100,12001,3|100,12002,4|100,10702,1",12526,6173,851,18037440,8889120,329,0,17940000
2005,,1,4,50400,222870,3000,"100,12003,2|100,12152,1|100,12221,1|100,12226,1|100,12241,1",12526,6173,851,18037440,8889120,429,1,17962500
2006,,1,4,50400,222880,3000,"100,700205,1|100,12001,3|100,12002,4|100,10702,1",12526,6173,851,18037440,8889120,29,0,17985000
2007,,1,4,50400,222890,3000,"100,700206,1|100,12001,3|100,12002,4|100,10702,1",12526,6174,851,18037440,8890560,129,0,18007500
2008,,1,4,50400,222900,3000,"100,700207,1|100,12001,3|100,12002,4|100,10702,1",12526,6174,851,18037440,8890560,229,0,18030000
2009,,1,4,50400,222910,3000,"100,700208,1|100,12001,3|100,12002,4|100,10702,1",12526,6174,851,18037440,8890560,329,0,18052500
2010,,1,4,50400,222920,3000,"100,12004,2|100,12152,1|100,12231,1|100,12236,1|100,12246,1",12526,6174,851,18037440,8890560,429,1,18075000
2011,,1,4,50400,222930,3000,"100,700305,1|100,12001,3|100,12002,4|100,10702,1",12526,6175,851,18037440,8892000,29,0,18097500
2012,,1,4,50400,222940,3000,"100,700306,1|100,12001,3|100,12002,4|100,10702,1",12526,6175,851,18037440,8892000,129,0,18120000
2013,,1,4,50400,222950,3000,"100,700307,1|100,12001,3|100,12002,4|100,10702,1",12526,6175,851,18037440,8892000,229,0,18142500
2014,,1,4,50400,222960,3000,"100,700308,1|100,12001,3|100,12002,4|100,10702,1",12526,6175,851,18037440,8892000,329,0,18165000
2015,,1,4,50400,222970,3000,"100,12005,2|100,12152,1|100,12221,1|100,12226,1|100,12241,1",12526,6176,851,18037440,8893440,429,1,18187500
2016,,2,4,50400,222980,3000,"100,700405,1|100,12001,3|100,12002,4|100,10702,1",12526,6176,851,18037440,8893440,29,0,18210000
2017,,2,4,50400,222990,3000,"100,700406,1|100,12001,3|100,12002,4|100,10702,1",12526,6176,851,18037440,8893440,129,0,18232500
2018,,2,4,50400,223000,3000,"100,700407,1|100,12001,3|100,12002,4|100,10702,1",12526,6177,851,18037440,8894880,229,0,18255000
2019,,2,4,50400,223010,3000,"100,700408,1|100,12001,3|100,12002,4|100,10702,1",12526,6177,851,18037440,8894880,329,0,18277500
2020,,2,4,50400,223020,3000,"100,19002,6|100,12152,1|100,12231,1|100,12236,1|100,12246,1",12526,6177,851,18037440,8894880,429,1,18300000
2021,,2,4,50400,223030,3000,"100,700105,1|100,12001,3|100,12002,4|100,10702,1",12526,6177,852,18037440,8894880,29,0,18322500
2022,,2,4,50400,223040,3000,"100,700106,1|100,12001,3|100,12002,4|100,10702,1",12526,6178,852,18037440,8896320,129,0,18345000
2023,,2,4,50400,223050,3000,"100,700107,1|100,12001,3|100,12002,4|100,10702,1",12526,6178,852,18037440,8896320,229,0,18367500
2024,,2,4,50400,223060,3000,"100,700108,1|100,12001,3|100,12002,4|100,10702,1",12526,6178,852,18037440,8896320,329,0,18390000
2025,,2,4,50400,223070,3000,"100,12003,2|100,12152,1|100,12221,1|100,12226,1|100,12241,1",12526,6178,852,18037440,8896320,429,1,18412500
2026,,2,4,50400,223080,3000,"100,700205,1|100,12001,3|100,12002,4|100,10702,1",12526,6179,852,18037440,8897760,29,0,18435000
2027,,2,4,50400,223090,3000,"100,700206,1|100,12001,3|100,12002,4|100,10702,1",12526,6179,852,18037440,8897760,129,0,18457500
2028,,2,4,50400,223100,3000,"100,700207,1|100,12001,3|100,12002,4|100,10702,1",12526,6179,852,18037440,8897760,229,0,18480000
2029,,2,4,50400,223110,3000,"100,700208,1|100,12001,3|100,12002,4|100,10702,1",12526,6180,852,18037440,8899200,329,0,18502500
2030,,2,4,50400,223120,3000,"100,12004,2|100,12152,1|100,12231,1|100,12236,1|100,12246,1",12526,6180,852,18037440,8899200,429,1,18525000
2031,,2,4,50400,223130,3000,"100,700305,1|100,12001,3|100,12002,4|100,10702,1",12526,6180,852,18037440,8899200,429,0,18547500
2032,,2,4,50400,223140,3000,"100,700306,1|100,12001,3|100,12002,4|100,10702,1",12526,6180,852,18037440,8899200,29,0,18570000
2033,,2,4,50400,223150,3000,"100,700307,1|100,12001,3|100,12002,4|100,10702,1",12526,6181,852,18037440,8900640,129,0,18592500
2034,,2,4,50400,223160,3000,"100,700308,1|100,12001,3|100,12002,4|100,10702,1",12526,6181,852,18037440,8900640,229,0,18615000
2035,,2,4,50400,223170,3000,"100,12005,2|100,12152,1|100,12221,1|100,12226,1|100,12241,1",12526,6181,852,18037440,8900640,329,1,18637500
2036,,3,4,50400,223180,3000,"100,700405,1|100,12001,3|100,12002,4|100,10702,1",12526,6181,852,18037440,8900640,429,0,18660000
2037,,3,4,50400,223190,3000,"100,700406,1|100,12001,3|100,12002,4|100,10702,1",12526,6182,852,18037440,8902080,29,0,18682500
2038,,3,4,50400,223200,3000,"100,700407,1|100,12001,3|100,12002,4|100,10702,1",12526,6182,852,18037440,8902080,129,0,18705000
2039,,3,4,50400,223210,3000,"100,700408,1|100,12001,3|100,12002,4|100,10702,1",12526,6182,852,18037440,8902080,229,0,18727500
2040,,3,4,50400,223220,3000,"100,19002,6|100,12152,1|100,12231,1|100,12236,1|100,12246,1",12526,6182,852,18037440,8902080,329,1,18750000
2041,,3,4,50400,223230,3000,"100,700105,1|100,12001,3|100,12002,4|100,10702,1",12526,6183,853,18037440,8903520,429,0,18772500
2042,,3,4,50400,223240,3000,"100,700106,1|100,12001,3|100,12002,4|100,10702,1",12526,6183,853,18037440,8903520,29,0,18795000
2043,,3,4,50400,223250,3000,"100,700107,1|100,12001,3|100,12002,4|100,10702,1",12526,6183,853,18037440,8903520,129,0,18817500
2044,,3,4,50400,223260,3000,"100,700108,1|100,12001,3|100,12002,4|100,10702,1",12526,6184,853,18037440,8904960,229,0,18840000
2045,,3,4,50400,223270,3000,"100,12003,2|100,12152,1|100,12221,1|100,12226,1|100,12241,1",12526,6184,853,18037440,8904960,329,1,18862500
2046,,3,4,50400,223280,3000,"100,700205,1|100,12001,3|100,12002,4|100,10702,1",12526,6184,853,18037440,8904960,429,0,18885000
2047,,3,4,50400,223290,3000,"100,700206,1|100,12001,3|100,12002,4|100,10702,1",12526,6184,853,18037440,8904960,29,0,18907500
2048,,3,4,50400,223300,3000,"100,700207,1|100,12001,3|100,12002,4|100,10702,1",12526,6185,853,18037440,8906400,129,0,18930000
2049,,3,4,50400,223310,3000,"100,700208,1|100,12001,3|100,12002,4|100,10702,1",12526,6185,853,18037440,8906400,229,0,18952500
2050,,3,4,50400,223320,3000,"100,12004,2|100,12152,1|100,12231,1|100,12236,1|100,12246,1",12526,6185,853,18037440,8906400,329,1,18975000
2051,,3,4,50400,223330,3000,"100,700305,1|100,12001,3|100,12002,4|100,10702,1",12526,6185,853,18037440,8906400,429,0,18997500
2052,,3,4,50400,223340,3000,"100,700306,1|100,12001,3|100,12002,4|100,10702,1",12526,6186,853,18037440,8907840,29,0,19020000
2053,,3,4,50400,223350,3000,"100,700307,1|100,12001,3|100,12002,4|100,10702,1",12526,6186,853,18037440,8907840,129,0,19042500
2054,,3,4,50400,223360,3000,"100,700308,1|100,12001,3|100,12002,4|100,10702,1",12526,6186,853,18037440,8907840,229,0,19065000
2055,,3,4,50400,223370,3000,"100,12005,2|100,12152,1|100,12221,1|100,12226,1|100,12241,1",12526,6187,853,18037440,8909280,329,1,19087500
2056,,4,4,50400,223380,3000,"100,700405,1|100,12001,3|100,12002,4|100,10702,1",12526,6187,853,18037440,8909280,429,0,19110000
2057,,4,4,50400,223390,3000,"100,700406,1|100,12001,3|100,12002,4|100,10702,1",12526,6187,853,18037440,8909280,429,0,19132500
2058,,4,4,50400,223400,3000,"100,700407,1|100,12001,3|100,12002,4|100,10702,1",12526,6187,853,18037440,8909280,29,0,19155000
2059,,4,4,50400,223410,3000,"100,700408,1|100,12001,3|100,12002,4|100,10702,1",12526,6188,853,18037440,8910720,129,0,19177500
2060,,4,4,50400,223420,3000,"100,19002,6|100,12152,1|100,12231,1|100,12236,1|100,12246,1",12526,6188,853,18037440,8910720,229,1,19200000
2061,,4,4,50400,223430,3000,"100,700105,1|100,12001,3|100,12002,4|100,10702,1",12526,6188,854,18037440,8910720,329,0,19222500
2062,,4,4,50400,223440,3000,"100,700106,1|100,12001,3|100,12002,4|100,10702,1",12526,6188,854,18037440,8910720,429,0,19245000
2063,,4,4,50400,223450,3000,"100,700107,1|100,12001,3|100,12002,4|100,10702,1",12526,6189,854,18037440,8912160,29,0,19267500
2064,,4,4,50400,223460,3000,"100,700108,1|100,12001,3|100,12002,4|100,10702,1",12526,6189,854,18037440,8912160,129,0,19290000
2065,,4,4,50400,223470,3000,"100,12003,2|100,12152,1|100,12221,1|100,12226,1|100,12241,1",12526,6189,854,18037440,8912160,229,1,19312500
2066,,4,4,50400,223480,3000,"100,700205,1|100,12001,3|100,12002,4|100,10702,1",12526,6190,854,18037440,8913600,329,0,19335000
2067,,4,4,50400,223490,3000,"100,700206,1|100,12001,3|100,12002,4|100,10702,1",12526,6190,854,18037440,8913600,429,0,19357500
2068,,4,4,50400,223500,3000,"100,700207,1|100,12001,3|100,12002,4|100,10702,1",12526,6190,854,18037440,8913600,29,0,19380000
2069,,4,4,50400,223510,3000,"100,700208,1|100,12001,3|100,12002,4|100,10702,1",12526,6190,854,18037440,8913600,129,0,19402500
2070,,4,4,50400,223520,3000,"100,12004,2|100,12152,1|100,12231,1|100,12236,1|100,12246,1",12526,6191,854,18037440,8915040,229,1,19425000
2071,,4,4,50400,223530,3000,"100,700305,1|100,12001,3|100,12002,4|100,10702,1",12526,6191,854,18037440,8915040,329,0,19447500
2072,,4,4,50400,223540,3000,"100,700306,1|100,12001,3|100,12002,4|100,10702,1",12526,6191,854,18037440,8915040,429,0,19470000
2073,,4,4,50400,223550,3000,"100,700307,1|100,12001,3|100,12002,4|100,10702,1",12526,6191,854,18037440,8915040,29,0,19492500
2074,,4,4,50400,223560,3000,"100,700308,1|100,12001,3|100,12002,4|100,10702,1",12526,6192,854,18037440,8916480,129,0,19515000
2075,,4,4,50400,223570,3000,"100,12005,2|100,12152,1|100,12221,1|100,12226,1|100,12241,1",12526,6192,854,18037440,8916480,229,1,19537500
2076,,5,4,50400,223580,3000,"100,700405,1|100,12001,3|100,12002,4|100,10702,1",12526,6192,854,18037440,8916480,329,0,19560000
2077,,5,4,50400,223590,3000,"100,700406,1|100,12001,3|100,12002,4|100,10702,1",12526,6192,854,18037440,8916480,429,0,19582500
2078,,5,4,50400,223600,3000,"100,700407,1|100,12001,3|100,12002,4|100,10702,1",12526,6193,854,18037440,8917920,29,0,19605000
2079,,5,4,50400,223610,3000,"100,700408,1|100,12001,3|100,12002,4|100,10702,1",12526,6193,854,18037440,8917920,129,0,19627500
2080,,5,4,50400,223620,3000,"100,19002,6|100,12152,1|100,12231,1|100,12236,1|100,12246,1",12526,6193,854,18037440,8917920,229,1,19650000
2081,,5,4,50400,223630,3000,"100,700105,1|100,12001,3|100,12002,4|100,10702,1",12526,6194,855,18037440,8919360,329,0,19672500
2082,,5,4,50400,223640,3000,"100,700106,1|100,12001,3|100,12002,4|100,10702,1",12526,6194,855,18037440,8919360,429,0,19695000
2083,,5,4,50400,223650,3000,"100,700107,1|100,12001,3|100,12002,4|100,10702,1",12526,6194,855,18037440,8919360,29,0,19717500
2084,,5,4,50400,223660,3000,"100,700108,1|100,12001,3|100,12002,4|100,10702,1",12526,6194,855,18037440,8919360,129,0,19740000
2085,,5,4,50400,223670,3000,"100,12003,2|100,12152,1|100,12221,1|100,12226,1|100,12241,1",12526,6195,855,18037440,8920800,229,1,19762500
2086,,5,4,50400,223680,3000,"100,700205,1|100,12001,3|100,12002,4|100,10702,1",12526,6195,855,18037440,8920800,329,0,19785000
2087,,5,4,50400,223690,3000,"100,700206,1|100,12001,3|100,12002,4|100,10702,1",12526,6195,855,18037440,8920800,429,0,19807500
2088,,5,4,50400,223700,3000,"100,700207,1|100,12001,3|100,12002,4|100,10702,1",12526,6195,855,18037440,8920800,29,0,19830000
2089,,5,4,50400,223710,3000,"100,700208,1|100,12001,3|100,12002,4|100,10702,1",12526,6196,855,18037440,8922240,129,0,19852500
2090,,5,4,50400,223720,3000,"100,12004,2|100,12152,1|100,12231,1|100,12236,1|100,12246,1",12526,6196,855,18037440,8922240,229,1,19875000
2091,,5,4,50400,223730,3000,"100,700305,1|100,12001,3|100,12002,4|100,10702,1",12526,6196,855,18037440,8922240,329,0,19897500
2092,,5,4,50400,223740,3000,"100,700306,1|100,12001,3|100,12002,4|100,10702,1",12526,6197,855,18037440,8923680,429,0,19920000
2093,,5,4,50400,223750,3000,"100,700307,1|100,12001,3|100,12002,4|100,10702,1",12526,6197,855,18037440,8923680,29,0,19942500
2094,,5,4,50400,223760,3000,"100,700308,1|100,12001,3|100,12002,4|100,10702,1",12526,6197,855,18037440,8923680,129,0,19965000
